Date,Day,Name,Type,Country
01-Jan-28,Saturday,International New Year's Day,National Holiday,vietnam
03-Jan-28,Monday,Day off for International New Year's Day,National Holiday,vietnam
25-Jan-28,Tuesday,Vietnamese New Year's Eve,National Holiday,vietnam
26-Jan-28,Wednesday,Vietnamese New Year,National Holiday,vietnam
27-Jan-28,Thursday,Tet Holiday,National Holiday,vietnam
28-Jan-28,Friday,Tet Holiday,National Holiday,vietnam
29-Jan-28,Saturday,Tet Holiday,National Holiday,vietnam
30-Jan-28,Sunday,Tet Holiday,National Holiday,vietnam
04-Apr-28,Tuesday,Hung Kings Festival,National Holiday,vietnam
30-Apr-28,Sunday,Liberation Day/Reunification Day,National Holiday,vietnam
01-May-28,Monday,Day off for Liberation Day/Reunification Day,National Holiday,vietnam
01-May-28,Monday,International Labor Day,National Holiday,vietnam
02-May-28,Tuesday,Day off for International Labor Day,National Holiday,vietnam
02-Sep-28,Saturday,Independence Day,National Holiday,vietnam
04-Sep-28,Monday,Independence Day observed,National Holiday,vietnam
24-Nov-28,Friday,Vietnam Culture Day (Tentative Date),National Holiday,vietnam
01-Jan-28,Saturday,New Year's Day,National Holiday,turkey
27-Feb-28,Sunday,Ramadan Feast (Tentative Date),National Holiday,turkey
28-Feb-28,Monday,Ramadan Feast Holiday (Tentative Date),National Holiday,turkey
29-Feb-28,Tuesday,Ramadan Feast Holiday (Tentative Date),National Holiday,turkey
23-Apr-28,Sunday,National Sovereignty and Children's Day,National Holiday,turkey
01-May-28,Monday,Labor and Solidarity Day,National Holiday,turkey
05-May-28,Friday,Sacrifice Feast (Tentative Date),National Holiday,turkey
06-May-28,Saturday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
07-May-28,Sunday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
08-May-28,Monday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
19-May-28,Friday,"Commemoration of Atatürk, Youth and Sports Day",National Holiday,turkey
15-Jul-28,Saturday,Democracy and National Unity Day,National Holiday,turkey
30-Aug-28,Wednesday,Victory Day,National Holiday,turkey
29-Oct-28,Sunday,Republic Day,National Holiday,turkey
01-Jan-28,Saturday,New Year's Day,Bank Holiday,uk
03-Jan-28,Monday,New Year's Day observed,Bank Holiday,uk
14-Apr-28,Friday,Good Friday,Bank Holiday,uk
01-May-28,Monday,Early May Bank Holiday,Bank Holiday,uk
29-May-28,Monday,Spring Bank Holiday,Bank Holiday,uk
25-Dec-28,Monday,Christmas Day,Bank Holiday,uk
26-Dec-28,Tuesday,Boxing Day,Bank Holiday,uk
01-Jan-28,Saturday,New Year's Day,National Holiday,new-zealand
02-Jan-28,Sunday,Day after New Year's Day,National Holiday,new-zealand
03-Jan-28,Monday,Day off for New Year's Day,National Holiday,new-zealand
04-Jan-28,Tuesday,Day off for Day after New Year's Day,National Holiday,new-zealand
06-Feb-28,Sunday,Waitangi Day,National Holiday,new-zealand
07-Feb-28,Monday,Day off for Waitangi Day,National Holiday,new-zealand
14-Apr-28,Friday,Good Friday,National Holiday,new-zealand
17-Apr-28,Monday,Easter Monday,National Holiday,new-zealand
25-Apr-28,Tuesday,ANZAC Day,National Holiday,new-zealand
05-Jun-28,Monday,King's Birthday,National Holiday,new-zealand
14-Jul-28,Friday,Matariki,National Holiday,new-zealand
23-Oct-28,Monday,Labour Day,National Holiday,new-zealand
25-Dec-28,Monday,Christmas Day,National Holiday,new-zealand
26-Dec-28,Tuesday,Boxing Day,National Holiday,new-zealand
