Date,Day,Name,Type,Country
01-Jan-27,Friday,New Year's Day,National Holiday,belgium
29-Mar-27,Monday,Easter Monday,National Holiday,belgium
01-May-27,Saturday,Labor Day,National Holiday,belgium
06-May-27,Thursday,Ascension Day,National Holiday,belgium
17-May-27,Monday,Whit Monday,National Holiday,belgium
21-Jul-27,Wednesday,Belgian National Day,National Holiday,belgium
15-Aug-27,Sunday,Assumption of Mary,National Holiday,belgium
01-Nov-27,Monday,All Saints' Day,National Holiday,belgium
11-Nov-27,Thursday,Armistice Day,National Holiday,belgium
25-Dec-27,Saturday,Christmas Day,National Holiday,belgium
01-Jan-27,Friday,New Year's Day,National Holiday,luxembourg
29-Mar-27,Monday,Easter Monday,National Holiday,luxembourg
01-May-27,Saturday,Labor Day,National Holiday,luxembourg
06-May-27,Thursday,Ascension Day,National Holiday,luxembourg
09-May-27,Sunday,Europe Day,National Holiday,luxembourg
17-May-27,Monday,Whit Monday,National Holiday,luxembourg
23-Jun-27,Wednesday,National Day,National Holiday,luxembourg
15-Aug-27,Sunday,Assumption of Mary,National Holiday,luxembourg
01-Nov-27,Monday,All Saints' Day,National Holiday,luxembourg
25-Dec-27,Saturday,Christmas Day,National Holiday,luxembourg
26-Dec-27,Sunday,St Stephen's Day,National Holiday,luxembourg
01-Jan-27,Friday,New Year's Day,National Holiday,chile
26-Mar-27,Friday,Good Friday,"National Holiday, Christian",chile
27-Mar-27,Saturday,Holy Saturday,"National Holiday, Christian",chile
01-May-27,Saturday,Labor Day,National Holiday,chile
21-May-27,Friday,Navy Day,National Holiday,chile
21-Jun-27,Monday,National Day of Indigenous Peoples,National Holiday,chile
28-Jun-27,Monday,Saint Peter and Saint Paul,National Holiday,chile
16-Jul-27,Friday,Our Lady of Mount Carmel,National Holiday,chile
15-Aug-27,Sunday,Assumption of Mary,National Holiday,chile
18-Sep-27,Saturday,National Day,National Holiday,chile
19-Sep-27,Sunday,Army Day,National Holiday,chile
11-Oct-27,Monday,Day of the Discovery of Two Worlds,National Holiday,chile
31-Oct-27,Sunday,Reformation Day,National Holiday,chile
01-Nov-27,Monday,All Saints' Day,National Holiday,chile
08-Dec-27,Wednesday,Inmaculate Conception Day,National Holiday,chile
25-Dec-27,Saturday,Christmas Day,"National Holiday, Christian",chile
01-Jan-27,Friday,New Year's Day,National Holiday,paraguay
01-Mar-27,Monday,Heroes' Day,National Holiday,paraguay
25-Mar-27,Thursday,Maundy Thursday,National Holiday,paraguay
26-Mar-27,Friday,Good Friday,National Holiday,paraguay
01-May-27,Saturday,Labor Day,National Holiday,paraguay
14-May-27,Friday,National Holiday,National Holiday,paraguay
15-May-27,Saturday,Independence Day,National Holiday,paraguay
12-Jun-27,Saturday,Chaco Armistice,National Holiday,paraguay
20-Jun-27,Sunday,Day of the Oath of the National Constitution,National Holiday,paraguay
15-Aug-27,Sunday,Founding of Asuncion,National Holiday,paraguay
29-Sep-27,Wednesday,Boqueron Battle Victory Day,National Holiday,paraguay
08-Dec-27,Wednesday,Virgin of Caacupé Day,National Holiday,paraguay
25-Dec-27,Saturday,Christmas Day,National Holiday,paraguay
01-Jan-27,Friday,Republic Day,National Holiday,slovakia
06-Jan-27,Wednesday,Epiphany,National Holiday,slovakia
26-Mar-27,Friday,Good Friday,National Holiday,slovakia
29-Mar-27,Monday,Easter Monday,National Holiday,slovakia
01-May-27,Saturday,Labor Day,National Holiday,slovakia
05-Jul-27,Monday,St. Cyril & St. Methodius Day,National Holiday,slovakia
29-Aug-27,Sunday,National Uprising Day,National Holiday,slovakia
01-Nov-27,Monday,All Saints' Day,National Holiday,slovakia
24-Dec-27,Friday,Christmas Eve,National Holiday,slovakia
25-Dec-27,Saturday,Christmas Day,National Holiday,slovakia
26-Dec-27,Sunday,St. Stephen's Day,National Holiday,slovakia
