Date,Day,Name,Type,Country
01-Jan-23,Sunday,New Year's Day,National Holiday,ireland
06-Feb-23,Monday,St. Brigid’s Day,National Holiday,ireland
17-Mar-23,Friday,St. Patrick's Day,National Holiday,ireland
10-Apr-23,Monday,Easter Monday,National Holiday,ireland
01-May-23,Monday,May Day,National Holiday,ireland
05-Jun-23,Monday,June Bank Holiday,National Holiday,ireland
07-Aug-23,Monday,August Bank Holiday,National Holiday,ireland
30-Oct-23,Monday,October Bank Holiday,National Holiday,ireland
25-Dec-23,Monday,Christmas Day,National Holiday,ireland
26-Dec-23,Tuesday,St. Stephen's Day,National Holiday,ireland
01-Jan-23,Sunday,New Year's Day,National Holiday,iceland
06-Apr-23,Thursday,Maundy Thursday,National Holiday,iceland
07-Apr-23,Friday,Good Friday,National Holiday,iceland
09-Apr-23,Sunday,Easter Sunday,National Holiday,iceland
10-Apr-23,Monday,Easter Monday,National Holiday,iceland
20-Apr-23,Thursday,First Day of Summer,National Holiday,iceland
01-May-23,Monday,Labour Day,National Holiday,iceland
18-May-23,Thursday,Ascension Day,National Holiday,iceland
28-May-23,Sunday,Whit Sunday,National Holiday,iceland
29-May-23,Monday,Whit Monday,National Holiday,iceland
17-Jun-23,Saturday,Icelandic Republic Day,National Holiday,iceland
07-Aug-23,Monday,Commerce Day,National Holiday,iceland
25-Dec-23,Monday,Christmas Day,National Holiday,iceland
26-Dec-23,Tuesday,Second Day of Christmas,National Holiday,iceland
01-Jan-23,Sunday,New Year's Day,Federal Holiday,us
02-Jan-23,Monday,New Year's Day (substitute),Federal Holiday,us
16-Jan-23,Monday,Martin Luther King Jr. Day,Federal Holiday,us
20-Feb-23,Monday,Presidents’ Day,Federal Holiday,us
29-May-23,Monday,Memorial Day,Federal Holiday,us
19-Jun-23,Monday,Juneteenth,Federal Holiday,us
04-Jul-23,Tuesday,Independence Day,Federal Holiday,us
04-Sep-23,Monday,Labor Day,Federal Holiday,us
09-Oct-23,Monday,Columbus Day,Federal Holiday,us
10-Nov-23,Friday,Veterans Day (substitute),Federal Holiday,us
11-Nov-23,Saturday,Veterans Day,Federal Holiday,us
23-Nov-23,Thursday,Thanksgiving Day,Federal Holiday,us
25-Dec-23,Monday,Christmas Day,Federal Holiday,us
