Date,Day,Name,Type,Country
01-Jan-28,Saturday,New Year's Day,National Holiday,australia
26-Jan-28,Wednesday,Australia Day,National Holiday,australia
14-Apr-28,Friday,Good Friday,National Holiday,australia
17-Apr-28,Monday,Easter Monday,National Holiday,australia
25-Apr-28,Tuesday,ANZAC Day,National Holiday,australia
25-Dec-28,Monday,Christmas Day,National Holiday,australia
26-Dec-28,Tuesday,Boxing Day,National Holiday,australia
01-Jan-28,Saturday,New Year's Day,National Holiday,brazil
28-Feb-28,Monday,Carnival Monday,Government Holiday,brazil
29-Feb-28,Tuesday,Carnival Tuesday,Government Holiday,brazil
01-Mar-28,Wednesday,Carnival end (until 2pm),Government Holiday,brazil
14-Apr-28,Friday,Good Friday,National Holiday,brazil
21-Apr-28,Friday,Tiradentes Day,National Holiday,brazil
01-May-28,Monday,Labor Day,National Holiday,brazil
15-Jun-28,Thursday,Corpus Christi,Government Holiday,brazil
07-Sep-28,Thursday,Independence Day,National Holiday,brazil
12-Oct-28,Thursday,Our Lady of Aparecida / Children's Day,National Holiday,brazil
28-Oct-28,Saturday,Public Service Holiday,Government Holiday,brazil
02-Nov-28,Thursday,All Souls' Day,National Holiday,brazil
15-Nov-28,Wednesday,Republic Proclamation Day,National Holiday,brazil
20-Nov-28,Monday,Black Awareness Day,National Holiday,brazil
24-Dec-28,Sunday,Christmas Eve (from 2pm),Government Holiday,brazil
25-Dec-28,Monday,Christmas Day,National Holiday,brazil
31-Dec-28,Sunday,New Year's Eve (from 2pm),Government Holiday,brazil
01-Jan-28,Saturday,New Year's Day,National Holiday,bulgaria
03-Jan-28,Monday,Day off for New Year's Day,National Holiday,bulgaria
03-Mar-28,Friday,Liberation Day,National Holiday,bulgaria
14-Apr-28,Friday,Good Friday,National Holiday,bulgaria
15-Apr-28,Saturday,Holy Saturday,National Holiday,bulgaria
16-Apr-28,Sunday,Easter Sunday,National Holiday,bulgaria
17-Apr-28,Monday,Easter Monday,National Holiday,bulgaria
01-May-28,Monday,Labor Day,National Holiday,bulgaria
06-May-28,Saturday,St. George's Day,National Holiday,bulgaria
08-May-28,Monday,Day off for St. George's Day,National Holiday,bulgaria
24-May-28,Wednesday,Culture and Literacy Day,National Holiday,bulgaria
06-Sep-28,Wednesday,Unification Day,National Holiday,bulgaria
22-Sep-28,Friday,Independence Day,National Holiday,bulgaria
24-Dec-28,Sunday,Christmas Eve,National Holiday,bulgaria
25-Dec-28,Monday,Christmas Day,National Holiday,bulgaria
26-Dec-28,Tuesday,Second day of Christmas,National Holiday,bulgaria
27-Dec-28,Wednesday,Christmas holiday,National Holiday,bulgaria
01-Jan-28,Saturday,New Year's Day,Statutory Holiday,canada
03-Jan-28,Monday,Day off for New Year's Day,Statutory Holiday,canada
14-Apr-28,Friday,Good Friday,Statutory Holiday,canada
17-Apr-28,Monday,Easter Monday,Statutory Holiday,canada
22-May-28,Monday,Victoria Day,Statutory Holiday,canada
01-Jul-28,Saturday,Canada Day,Statutory Holiday,canada
04-Sep-28,Monday,Labour Day,Statutory Holiday,canada
30-Sep-28,Saturday,National Day for Truth and Reconciliation,Federal Employees Holiday,canada
09-Oct-28,Monday,Thanksgiving Day,Statutory Holiday,canada
11-Nov-28,Saturday,Remembrance Day,Statutory Holiday,canada
25-Dec-28,Monday,Christmas Day,Statutory Holiday,canada
26-Dec-28,Tuesday,Boxing Day,Statutory Holiday,canada
