Date,Day,Name,Type,Country
01-Jan-28,Saturday,New Year's Day,Public Holiday,netherlands
14-Apr-28,Friday,Good Friday,Public Holiday,netherlands
16-Apr-28,Sunday,Easter Sunday,Public Holiday,netherlands
17-Apr-28,Monday,Easter Monday,Public Holiday,netherlands
27-Apr-28,Thursday,King's Birthday,Public Holiday,netherlands
25-May-28,Thursday,Ascension Day,Public Holiday,netherlands
04-Jun-28,Sunday,Whit Sunday,Public Holiday,netherlands
05-Jun-28,Monday,Whit Monday,Public Holiday,netherlands
25-Dec-28,Monday,Christmas Day,Public Holiday,netherlands
26-Dec-28,Tuesday,Second Day of Christmas,Public Holiday,netherlands
01-May-28,Monday,Labor Day,"National Holiday, Flag Day",norway
17-May-28,Wednesday,17 May Constitution Day (1814),"National Holiday, Flag Day",norway
01-Jan-28,Saturday,New Year's Day,Regular Holiday,philippines
26-Jan-28,Wednesday,Lunar New Year's Day,Special Non-working Holiday,philippines
27-Feb-28,Sunday,Eid al-Fitr (Tentative Date),Regular Holiday,philippines
09-Apr-28,Sunday,The Day of Valor,Regular Holiday,philippines
13-Apr-28,Thursday,Maundy Thursday,Regular Holiday,philippines
14-Apr-28,Friday,Good Friday,Regular Holiday,philippines
15-Apr-28,Saturday,Black Saturday,Special Non-working Holiday,philippines
01-May-28,Monday,Labor Day,Regular Holiday,philippines
05-May-28,Friday,Eid al-Adha (Tentative Date),Regular Holiday,philippines
12-Jun-28,Monday,Independence Day,Regular Holiday,philippines
21-Aug-28,Monday,Ninoy Aquino Day,Special Non-working Holiday,philippines
28-Aug-28,Monday,National Heroes Day,Regular Holiday,philippines
01-Nov-28,Wednesday,All Saints' Day,Special Non-working Holiday,philippines
02-Nov-28,Thursday,All Souls' Day,Special Non-working Holiday,philippines
30-Nov-28,Thursday,Bonifacio Day,Regular Holiday,philippines
08-Dec-28,Friday,Feast of the Immaculate Conception,Special Non-working Holiday,philippines
24-Dec-28,Sunday,Christmas Eve,Special Non-working Holiday,philippines
25-Dec-28,Monday,Christmas Day,Regular Holiday,philippines
30-Dec-28,Saturday,Rizal Day,Regular Holiday,philippines
31-Dec-28,Sunday,New Year's Eve,Special Non-working Holiday,philippines
01-Jan-28,Saturday,New Year's Day,National Holiday,poland
06-Jan-28,Thursday,Epiphany,National Holiday,poland
16-Apr-28,Sunday,Easter Sunday,National Holiday,poland
17-Apr-28,Monday,Easter Monday,National Holiday,poland
01-May-28,Monday,Labor Day,National Holiday,poland
03-May-28,Wednesday,Constitution Day,National Holiday,poland
04-Jun-28,Sunday,Whit Sunday,National Holiday,poland
15-Jun-28,Thursday,Corpus Christi,National Holiday,poland
15-Aug-28,Tuesday,Assumption of Mary,National Holiday,poland
01-Nov-28,Wednesday,All Saints' Day,National Holiday,poland
11-Nov-28,Saturday,Independence Day,National Holiday,poland
24-Dec-28,Sunday,Christmas Eve,National Holiday,poland
25-Dec-28,Monday,Christmas Day,National Holiday,poland
26-Dec-28,Tuesday,Second Day of Christmas,National Holiday,poland
