Date,Day,Name,Type,Country
01-Jan-30,Tuesday,New Year's Day,National Holiday,italy
06-Jan-30,Sunday,Epiphany,National Holiday,italy
21-Apr-30,Sunday,Easter Sunday,National Holiday,italy
22-Apr-30,Monday,Easter Monday,National Holiday,italy
25-Apr-30,Thursday,Liberation Day,National Holiday,italy
01-May-30,Wednesday,Labor Day,National Holiday,italy
02-Jun-30,Sunday,Republic Day,National Holiday,italy
15-Aug-30,Thursday,Assumption of Mary,National Holiday,italy
04-Oct-30,Friday,Feast of St Francis of Assisi,National Holiday,italy
01-Nov-30,Friday,All Saints' Day,National Holiday,italy
08-Dec-30,Sunday,Feast of the Immaculate Conception,National Holiday,italy
25-Dec-30,Wednesday,Christmas Day,National Holiday,italy
26-Dec-30,Thursday,St. Stephen's Day,National Holiday,italy
18-Apr-30,Thursday,Passover (Day 1),"National Holiday, Hebrew",israel
24-Apr-30,Wednesday,Passover (Day 7),"National Holiday, Hebrew",israel
08-May-30,Wednesday,Yom HaAtzmaut,"National Holiday, Hebrew",israel
07-Jun-30,Friday,Shavuot,"National Holiday, Hebrew",israel
28-Sep-30,Saturday,Rosh Hashana,"National Holiday, Hebrew",israel
29-Sep-30,Sunday,Rosh Hashana (Day 2),"National Holiday, Hebrew",israel
07-Oct-30,Monday,Yom Kippur,"National Holiday, Hebrew",israel
12-Oct-30,Saturday,Sukkot (Day 1),"National Holiday, Hebrew",israel
19-Oct-30,Saturday,Shemini Atzeret / Simchat Torah,"National Holiday, Hebrew",israel
01-Jan-30,Tuesday,New Year's Day,National Holiday,japan
14-Jan-30,Monday,Coming of Age Day,National Holiday,japan
11-Feb-30,Monday,National Foundation Day,National Holiday,japan
23-Feb-30,Saturday,Emperor's Birthday,National Holiday,japan
20-Mar-30,Wednesday,Spring Equinox,National Holiday,japan
29-Apr-30,Monday,Shōwa Day,National Holiday,japan
03-May-30,Friday,Constitution Memorial Day,National Holiday,japan
04-May-30,Saturday,Greenery Day,National Holiday,japan
05-May-30,Sunday,Children's Day,National Holiday,japan
06-May-30,Monday,Children's Day observed,National Holiday,japan
15-Jul-30,Monday,Sea Day,National Holiday,japan
11-Aug-30,Sunday,Mountain Day,National Holiday,japan
12-Aug-30,Monday,Day off for Mountain Day,National Holiday,japan
16-Sep-30,Monday,Respect for the Aged Day,National Holiday,japan
23-Sep-30,Monday,Autumn Equinox,National Holiday,japan
14-Oct-30,Monday,Sports Day,National Holiday,japan
03-Nov-30,Sunday,Culture Day,National Holiday,japan
04-Nov-30,Monday,Culture Day observed,National Holiday,japan
23-Nov-30,Saturday,Labor Thanksgiving Day,National Holiday,japan
