Date,Day,Name,Type,Country
01-Jan-31,Wednesday,New Year's Day,Public Holiday,netherlands
11-Apr-31,Friday,Good Friday,Public Holiday,netherlands
13-Apr-31,Sunday,Easter Sunday,Public Holiday,netherlands
14-Apr-31,Monday,Easter Monday,Public Holiday,netherlands
26-Apr-31,Saturday,King's Birthday,Public Holiday,netherlands
22-May-31,Thursday,Ascension Day,Public Holiday,netherlands
01-Jun-31,Sunday,Whit Sunday,Public Holiday,netherlands
02-Jun-31,Monday,Whit Monday,Public Holiday,netherlands
25-Dec-31,Thursday,Christmas Day,Public Holiday,netherlands
26-Dec-31,Friday,Second Day of Christmas,Public Holiday,netherlands
01-May-31,Thursday,Labor Day,"National Holiday, Flag Day",norway
17-May-31,Saturday,17 May Constitution Day (1814),"National Holiday, Flag Day",norway
01-Jan-31,Wednesday,New Year's Day,Regular Holiday,philippines
23-Jan-31,Thursday,Lunar New Year's Day,Special Non-working Holiday,philippines
25-Jan-31,Saturday,Eid al-Fitr (Tentative Date),Regular Holiday,philippines
03-Apr-31,Thursday,Eid al-Adha (Tentative Date),Regular Holiday,philippines
09-Apr-31,Wednesday,The Day of Valor,Regular Holiday,philippines
10-Apr-31,Thursday,Maundy Thursday,Regular Holiday,philippines
11-Apr-31,Friday,Good Friday,Regular Holiday,philippines
12-Apr-31,Saturday,Black Saturday,Special Non-working Holiday,philippines
01-May-31,Thursday,Labor Day,Regular Holiday,philippines
12-Jun-31,Thursday,Independence Day,Regular Holiday,philippines
21-Aug-31,Thursday,Ninoy Aquino Day,Special Non-working Holiday,philippines
25-Aug-31,Monday,National Heroes Day,Regular Holiday,philippines
01-Nov-31,Saturday,All Saints' Day,Special Non-working Holiday,philippines
02-Nov-31,Sunday,All Souls' Day,Special Non-working Holiday,philippines
30-Nov-31,Sunday,Bonifacio Day,Regular Holiday,philippines
08-Dec-31,Monday,Feast of the Immaculate Conception,Special Non-working Holiday,philippines
24-Dec-31,Wednesday,Christmas Eve,Special Non-working Holiday,philippines
25-Dec-31,Thursday,Christmas Day,Regular Holiday,philippines
30-Dec-31,Tuesday,Rizal Day,Regular Holiday,philippines
31-Dec-31,Wednesday,New Year's Eve,Special Non-working Holiday,philippines
01-Jan-31,Wednesday,New Year's Day,National Holiday,poland
06-Jan-31,Monday,Epiphany,National Holiday,poland
13-Apr-31,Sunday,Easter Sunday,National Holiday,poland
14-Apr-31,Monday,Easter Monday,National Holiday,poland
01-May-31,Thursday,Labor Day,National Holiday,poland
03-May-31,Saturday,Constitution Day,National Holiday,poland
01-Jun-31,Sunday,Whit Sunday,National Holiday,poland
12-Jun-31,Thursday,Corpus Christi,National Holiday,poland
15-Aug-31,Friday,Assumption of Mary,National Holiday,poland
01-Nov-31,Saturday,All Saints' Day,National Holiday,poland
11-Nov-31,Tuesday,Independence Day,National Holiday,poland
24-Dec-31,Wednesday,Christmas Eve,National Holiday,poland
25-Dec-31,Thursday,Christmas Day,National Holiday,poland
26-Dec-31,Friday,Second Day of Christmas,National Holiday,poland
