Date,Day,Name,Type,Country
01-Jan-25,Wednesday,New Year's Day,National Holiday,portugal
18-Apr-25,Friday,Good Friday,"National Holiday, Christian",portugal
20-Apr-25,Sunday,Easter Sunday,"National Holiday, Christian",portugal
25-Apr-25,Friday,Liberty Day,National Holiday,portugal
01-May-25,Thursday,Labor Day,National Holiday,portugal
10-Jun-25,Tuesday,Portugal Day,National Holiday,portugal
19-Jun-25,Thursday,Corpus Christi,"National Holiday, Christian",portugal
15-Aug-25,Friday,Assumption of Mary,"National Holiday, Christian",portugal
05-Oct-25,Sunday,Republic Day,National Holiday,portugal
01-Nov-25,Saturday,All Saints' Day,"National Holiday, Christian",portugal
01-Dec-25,Monday,Restoration of Independence,National Holiday,portugal
08-Dec-25,Monday,Feast of the Immaculate Conception,"National Holiday, Christian",portugal
25-Dec-25,Thursday,Christmas Day,"National Holiday, Christian",portugal
01-Jan-25,Wednesday,New Year's Day,National Holiday,romania
02-Jan-25,Thursday,Day after New Year's Day,National Holiday,romania
06-Jan-25,Monday,Epiphany,"National Holiday, Orthodox",romania
07-Jan-25,Tuesday,Synaxis of St. John the Baptist,"National Holiday, Orthodox",romania
24-Jan-25,Friday,Unification Day,National Holiday,romania
18-Apr-25,Friday,Orthodox Good Friday,"National Holiday, Orthodox",romania
20-Apr-25,Sunday,Orthodox Easter,"National Holiday, Orthodox",romania
21-Apr-25,Monday,Orthodox Easter Monday,"National Holiday, Orthodox",romania
01-May-25,Thursday,Labor Day,National Holiday,romania
01-Jun-25,Sunday,Children's Day,National Holiday,romania
08-Jun-25,Sunday,Orthodox Pentecost,"National Holiday, Orthodox",romania
09-Jun-25,Monday,Orthodox Pentecost Monday,"National Holiday, Orthodox",romania
15-Aug-25,Friday,St Mary's Day,National Holiday,romania
30-Nov-25,Sunday,St Andrew's Day,National Holiday,romania
01-Dec-25,Monday,National Day,National Holiday,romania
25-Dec-25,Thursday,Christmas Day,National Holiday,romania
26-Dec-25,Friday,Second day of Christmas,National Holiday,romania
01-Jan-25,Wednesday,New Year's Day,National Holiday,russia
02-Jan-25,Thursday,New Year Holiday,National Holiday,russia
03-Jan-25,Friday,New Year Holiday,National Holiday,russia
06-Jan-25,Monday,New Year Holiday,National Holiday,russia
07-Jan-25,Tuesday,Orthodox Christmas Day,"National Holiday, Orthodox",russia
08-Jan-25,Wednesday,New Year Holiday,National Holiday,russia
23-Feb-25,Sunday,Defender of the Fatherland Day,National Holiday,russia
08-Mar-25,Saturday,International Women's Day,National Holiday,russia
01-May-25,Thursday,Spring and Labor Day,National Holiday,russia
02-May-25,Friday,Substitute Holiday for New Year Holiday,Substitute Holiday,russia
08-May-25,Thursday,Defender of the Fatherland Day (extra holiday),Substitute Holiday,russia
09-May-25,Friday,Victory Day,National Holiday,russia
12-Jun-25,Thursday,Russia Day,National Holiday,russia
13-Jun-25,Friday,Substitute Holiday for International Women's Day,Substitute Holiday,russia
03-Nov-25,Monday,Unity Day Holiday,National Holiday,russia
04-Nov-25,Tuesday,Unity Day,National Holiday,russia
31-Dec-25,Wednesday,Substitute Holiday for New Year Holiday,Substitute Holiday,russia
01-Jan-25,Wednesday,New Year's Day,National Holiday,slovenia
02-Jan-25,Thursday,New Year holiday,National Holiday,slovenia
08-Feb-25,Saturday,Prešeren Day,National Holiday,slovenia
20-Apr-25,Sunday,Easter Sunday,National Holiday,slovenia
21-Apr-25,Monday,Easter Monday,National Holiday,slovenia
27-Apr-25,Sunday,Day of Uprising Against Occupation,National Holiday,slovenia
01-May-25,Thursday,Labor Day,National Holiday,slovenia
02-May-25,Friday,Labour Day holiday,National Holiday,slovenia
08-Jun-25,Sunday,Whit Sunday,National Holiday,slovenia
25-Jun-25,Wednesday,Statehood Day,National Holiday,slovenia
15-Aug-25,Friday,Assumption of Mary,National Holiday,slovenia
31-Oct-25,Friday,Reformation Day,National Holiday,slovenia
01-Nov-25,Saturday,Remembrance Day,National Holiday,slovenia
25-Dec-25,Thursday,Christmas Day,National Holiday,slovenia
26-Dec-25,Friday,Independence and Unity Day,National Holiday,slovenia
01-Jan-25,Wednesday,New Year's Day,Public Holiday,south-africa
21-Mar-25,Friday,Human Rights Day,Public Holiday,south-africa
18-Apr-25,Friday,Good Friday,Public Holiday,south-africa
21-Apr-25,Monday,Family Day,Public Holiday,south-africa
27-Apr-25,Sunday,Freedom Day,Public Holiday,south-africa
28-Apr-25,Monday,Freedom Day observed,Public Holiday,south-africa
01-May-25,Thursday,Workers' Day,Public Holiday,south-africa
16-Jun-25,Monday,Youth Day,Public Holiday,south-africa
09-Aug-25,Saturday,National Women's Day,Public Holiday,south-africa
24-Sep-25,Wednesday,Heritage Day,Public Holiday,south-africa
16-Dec-25,Tuesday,Day of Reconciliation,Public Holiday,south-africa
25-Dec-25,Thursday,Christmas Day,Public Holiday,south-africa
26-Dec-25,Friday,Day of Goodwill,Public Holiday,south-africa
