Date,Day,Name,Type,Country
01-Jan-24,Monday,New Year's Day,National Holiday,portugal
29-Mar-24,Friday,Good Friday,"National Holiday, Christian",portugal
31-Mar-24,Sunday,Easter Sunday,"National Holiday, Christian",portugal
25-Apr-24,Thursday,Liberty Day,National Holiday,portugal
01-May-24,Wednesday,Labor Day,National Holiday,portugal
30-May-24,Thursday,Corpus Christi,"National Holiday, Christian",portugal
10-Jun-24,Monday,Portugal Day,National Holiday,portugal
15-Aug-24,Thursday,Assumption of Mary,"National Holiday, Christian",portugal
05-Oct-24,Saturday,Republic Day,National Holiday,portugal
01-Nov-24,Friday,All Saints' Day,"National Holiday, Christian",portugal
01-Dec-24,Sunday,Restoration of Independence,National Holiday,portugal
08-Dec-24,Sunday,Feast of the Immaculate Conception,"National Holiday, Christian",portugal
25-Dec-24,Wednesday,Christmas Day,"National Holiday, Christian",portugal
01-Jan-24,Monday,New Year's Day,National Holiday,romania
02-Jan-24,Tuesday,Day after New Year's Day,National Holiday,romania
06-Jan-24,Saturday,Epiphany,"National Holiday, Orthodox",romania
07-Jan-24,Sunday,Synaxis of St. John the Baptist,"National Holiday, Orthodox",romania
24-Jan-24,Wednesday,Unification Day,National Holiday,romania
01-May-24,Wednesday,Labor Day,National Holiday,romania
03-May-24,Friday,Orthodox Good Friday,"National Holiday, Orthodox",romania
05-May-24,Sunday,Orthodox Easter,"National Holiday, Orthodox",romania
06-May-24,Monday,Orthodox Easter Monday,"National Holiday, Orthodox",romania
01-Jun-24,Saturday,Children's Day,National Holiday,romania
23-Jun-24,Sunday,Orthodox Pentecost,"National Holiday, Orthodox",romania
24-Jun-24,Monday,Orthodox Pentecost Monday,"National Holiday, Orthodox",romania
15-Aug-24,Thursday,St Mary's Day,National Holiday,romania
30-Nov-24,Saturday,St Andrew's Day,National Holiday,romania
01-Dec-24,Sunday,National Day,National Holiday,romania
25-Dec-24,Wednesday,Christmas Day,National Holiday,romania
26-Dec-24,Thursday,Second day of Christmas,National Holiday,romania
01-Jan-24,Monday,New Year's Day,National Holiday,slovenia
02-Jan-24,Tuesday,New Year holiday,National Holiday,slovenia
08-Feb-24,Thursday,Prešeren Day,National Holiday,slovenia
31-Mar-24,Sunday,Easter Sunday,National Holiday,slovenia
01-Apr-24,Monday,Easter Monday,National Holiday,slovenia
27-Apr-24,Saturday,Day of Uprising Against Occupation,National Holiday,slovenia
01-May-24,Wednesday,Labor Day,National Holiday,slovenia
02-May-24,Thursday,Labour Day holiday,National Holiday,slovenia
19-May-24,Sunday,Whit Sunday,National Holiday,slovenia
25-Jun-24,Tuesday,Statehood Day,National Holiday,slovenia
15-Aug-24,Thursday,Assumption of Mary,National Holiday,slovenia
31-Oct-24,Thursday,Reformation Day,National Holiday,slovenia
01-Nov-24,Friday,Remembrance Day,National Holiday,slovenia
25-Dec-24,Wednesday,Christmas Day,National Holiday,slovenia
26-Dec-24,Thursday,Independence and Unity Day,National Holiday,slovenia
01-Jan-24,Monday,New Year's Day,National Holiday,russia
02-Jan-24,Tuesday,New Year Holiday,National Holiday,russia
03-Jan-24,Wednesday,New Year Holiday,National Holiday,russia
04-Jan-24,Thursday,New Year Holiday,National Holiday,russia
05-Jan-24,Friday,New Year Holiday,National Holiday,russia
06-Jan-24,Saturday,New Year Holiday,National Holiday,russia
07-Jan-24,Sunday,Orthodox Christmas Day,"National Holiday, Orthodox",russia
08-Jan-24,Monday,New Year Holiday,National Holiday,russia
23-Feb-24,Friday,Defender of the Fatherland Day,National Holiday,russia
08-Mar-24,Friday,International Women's Day,National Holiday,russia
28-Apr-24,Sunday,Spring and Labor Day Holiday,National Holiday,russia
29-Apr-24,Monday,Spring and Labor Day Holiday,National Holiday,russia
30-Apr-24,Tuesday,Spring and Labor Day Holiday,National Holiday,russia
01-May-24,Wednesday,Spring and Labor Day,National Holiday,russia
09-May-24,Thursday,Victory Day,National Holiday,russia
10-May-24,Friday,Victory Day Holiday,National Holiday,russia
12-Jun-24,Wednesday,Russia Day,National Holiday,russia
03-Nov-24,Sunday,Unity Day Holiday,National Holiday,russia
04-Nov-24,Monday,Unity Day,National Holiday,russia
30-Dec-24,Monday,New Year Holiday,National Holiday,russia
31-Dec-24,Tuesday,New Year's Eve,National Holiday,russia
01-Jan-24,Monday,New Year's Day,Public Holiday,south-africa
21-Mar-24,Thursday,Human Rights Day,Public Holiday,south-africa
29-Mar-24,Friday,Good Friday,Public Holiday,south-africa
01-Apr-24,Monday,Family Day,Public Holiday,south-africa
27-Apr-24,Saturday,Freedom Day,Public Holiday,south-africa
01-May-24,Wednesday,Workers' Day,Public Holiday,south-africa
29-May-24,Wednesday,Election Day,Public Holiday,south-africa
16-Jun-24,Sunday,Youth Day,Public Holiday,south-africa
17-Jun-24,Monday,Day off for Youth Day,Public Holiday,south-africa
09-Aug-24,Friday,National Women's Day,Public Holiday,south-africa
24-Sep-24,Tuesday,Heritage Day,Public Holiday,south-africa
16-Dec-24,Monday,Day of Reconciliation,Public Holiday,south-africa
25-Dec-24,Wednesday,Christmas Day,Public Holiday,south-africa
26-Dec-24,Thursday,Day of Goodwill,Public Holiday,south-africa
