Date,Day,Name,Type,Country
01-Jan-25,Wednesday,New Year's Day,Public Holiday,indonesia
27-Jan-25,Monday,Ascension of the Prophet Muhammad,Public Holiday,indonesia
28-Jan-25,Tuesday,Chinese New Year Joint Holiday,Joint Holiday,indonesia
29-Jan-25,Wednesday,Chinese New Year's Day,Public Holiday,indonesia
28-Mar-25,Friday,Joint Holiday for Bali's Day of Silence and Hindu New Year (Nyepi),Joint Holiday,indonesia
29-Mar-25,Saturday,Bali's Day of Silence and Hindu New Year (Nyepi),Public Holiday,indonesia
31-Mar-25,Monday,Idul Fitri,Public Holiday,indonesia
01-Apr-25,Tuesday,Idul Fitri Holiday,Public Holiday,indonesia
02-Apr-25,Wednesday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
03-Apr-25,Thursday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
04-Apr-25,Friday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
07-Apr-25,Monday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
18-Apr-25,Friday,Good Friday,Public Holiday,indonesia
20-Apr-25,Sunday,Easter Sunday,Public Holiday,indonesia
01-May-25,Thursday,International Labor Day,Public Holiday,indonesia
12-May-25,Monday,Waisak Day (Buddha's Anniversary),Public Holiday,indonesia
13-May-25,Tuesday,Joint Holiday for Waisak Day,Joint Holiday,indonesia
29-May-25,Thursday,Ascension Day of Jesus Christ,Public Holiday,indonesia
30-May-25,Friday,Joint Holiday after Ascension Day,Joint Holiday,indonesia
01-Jun-25,Sunday,Pancasila Day,National Holiday,indonesia
06-Jun-25,Friday,Idul Adha,Public Holiday,indonesia
09-Jun-25,Monday,Joint Holiday for Idul Adha,Joint Holiday,indonesia
27-Jun-25,Friday,Muharram / Islamic New Year,Public Holiday,indonesia
17-Aug-25,Sunday,Indonesian Independence Day,Public Holiday,indonesia
18-Aug-25,Monday,Indonesian Independence Day observed,Public Holiday,indonesia
05-Sep-25,Friday,Maulid Nabi Muhammad,Public Holiday,indonesia
25-Dec-25,Thursday,Christmas Day,Public Holiday,indonesia
26-Dec-25,Friday,Boxing Day,Joint Holiday,indonesia
13-Apr-25,Sunday,Passover (Day 1),"National Holiday, Hebrew",israel
19-Apr-25,Saturday,Passover (Day 7),"National Holiday, Hebrew",israel
01-May-25,Thursday,Yom HaAtzmaut,"National Holiday, Hebrew",israel
02-Jun-25,Monday,Shavuot,"National Holiday, Hebrew",israel
23-Sep-25,Tuesday,Rosh Hashana,"National Holiday, Hebrew",israel
24-Sep-25,Wednesday,Rosh Hashana (Day 2),"National Holiday, Hebrew",israel
02-Oct-25,Thursday,Yom Kippur,"National Holiday, Hebrew",israel
07-Oct-25,Tuesday,Sukkot (Day 1),"National Holiday, Hebrew",israel
14-Oct-25,Tuesday,Shemini Atzeret / Simchat Torah,"National Holiday, Hebrew",israel
01-Jan-25,Wednesday,New Year's Day,National Holiday,italy
06-Jan-25,Monday,Epiphany,National Holiday,italy
20-Apr-25,Sunday,Easter Sunday,National Holiday,italy
21-Apr-25,Monday,Easter Monday,National Holiday,italy
25-Apr-25,Friday,Liberation Day,National Holiday,italy
01-May-25,Thursday,Labor Day,National Holiday,italy
02-Jun-25,Monday,Republic Day,National Holiday,italy
15-Aug-25,Friday,Assumption of Mary,National Holiday,italy
01-Nov-25,Saturday,All Saints' Day,National Holiday,italy
08-Dec-25,Monday,Feast of the Immaculate Conception,National Holiday,italy
25-Dec-25,Thursday,Christmas Day,National Holiday,italy
26-Dec-25,Friday,St. Stephen's Day,National Holiday,italy
01-Jan-25,Wednesday,New Year's Day,National Holiday,japan
13-Jan-25,Monday,Coming of Age Day,National Holiday,japan
11-Feb-25,Tuesday,National Foundation Day,National Holiday,japan
23-Feb-25,Sunday,Emperor's Birthday,National Holiday,japan
24-Feb-25,Monday,Emperor's Birthday observed,National Holiday,japan
20-Mar-25,Thursday,Spring Equinox,National Holiday,japan
29-Apr-25,Tuesday,Shōwa Day,National Holiday,japan
03-May-25,Saturday,Constitution Memorial Day,National Holiday,japan
04-May-25,Sunday,Greenery Day,National Holiday,japan
05-May-25,Monday,Children's Day,National Holiday,japan
06-May-25,Tuesday,Greenery Day observed,National Holiday,japan
21-Jul-25,Monday,Sea Day,National Holiday,japan
11-Aug-25,Monday,Mountain Day,National Holiday,japan
15-Sep-25,Monday,Respect for the Aged Day,National Holiday,japan
23-Sep-25,Tuesday,Autumn Equinox,National Holiday,japan
13-Oct-25,Monday,Sports Day,National Holiday,japan
03-Nov-25,Monday,Culture Day,National Holiday,japan
23-Nov-25,Sunday,Labor Thanksgiving Day,National Holiday,japan
24-Nov-25,Monday,Labor Thanksgiving Day observed,National Holiday,japan
