Date,Day,Name,Type,Country
01-Jan-27,Friday,New Year,Public Holiday,north-korea
06-Feb-27,Saturday,Seollal,Public Holiday,north-korea
08-Feb-27,Monday,Chosun People's Army Foundation Day,Public Holiday,north-korea
16-Feb-27,Tuesday,Birth date of Kim Jong Il,Public Holiday,north-korea
08-Mar-27,Monday,International Women's Day,Public Holiday,north-korea
15-Apr-27,Thursday,Birth Date of Kim Il Sung,Public Holiday,north-korea
01-May-27,Saturday,May Day,Public Holiday,north-korea
06-Jun-27,Sunday,Chosun Children's Union Foundation Day,Public Holiday,north-korea
27-Jul-27,Tuesday,Day of Victory in the Fatherland Liberation War,Public Holiday,north-korea
15-Aug-27,Sunday,Liberation Day,Public Holiday,north-korea
25-Aug-27,Wednesday,Day of Songun,Public Holiday,north-korea
09-Sep-27,Thursday,National Day,Public Holiday,north-korea
10-Oct-27,Sunday,Party Foundation Day,Public Holiday,north-korea
16-Nov-27,Tuesday,Mother's Day,Public Holiday,north-korea
27-Dec-27,Monday,Constitution Day,Public Holiday,north-korea
01-Jan-27,Friday,New Year's Day,Public Holiday,south-korea
06-Feb-27,Saturday,Seollal,Public Holiday,south-korea
08-Feb-27,Monday,Seollal Holiday,Public Holiday,south-korea
01-Mar-27,Monday,Independence Movement Day,National Holiday,south-korea
05-May-27,Wednesday,Children's Day,Public Holiday,south-korea
13-May-27,Thursday,Buddha’s Birthday,Public Holiday,south-korea
06-Jun-27,Sunday,Memorial Day,Public Holiday,south-korea
17-Jul-27,Saturday,Constitution Day,National Holiday,south-korea
15-Aug-27,Sunday,Liberation Day,National Holiday,south-korea
14-Sep-27,Tuesday,Chuseok Holiday,Public Holiday,south-korea
15-Sep-27,Wednesday,Chuseok,Public Holiday,south-korea
16-Sep-27,Thursday,Chuseok Holiday,Public Holiday,south-korea
03-Oct-27,Sunday,National Foundation Day,National Holiday,south-korea
09-Oct-27,Saturday,Hangeul Proclamation Day,National Holiday,south-korea
11-Oct-27,Monday,Day off for Hangeul Proclamation Day,National Holiday,south-korea
25-Dec-27,Saturday,Christmas Day,Public Holiday,south-korea
01-Jan-27,Friday,New Year,Public Holiday,mongolia
06-Feb-27,Saturday,Tsagaan Sar,Public Holiday,mongolia
07-Feb-27,Sunday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Feb-27,Monday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Mar-27,Monday,International Women's Day,Public Holiday,mongolia
01-Jun-27,Tuesday,Children's Day,Public Holiday,mongolia
10-Jul-27,Saturday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
11-Jul-27,Sunday,Naadam Holiday (National Day),Public Holiday,mongolia
12-Jul-27,Monday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
13-Jul-27,Tuesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Jul-27,Wednesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
15-Jul-27,Thursday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
26-Nov-27,Friday,Republic Day,Public Holiday,mongolia
29-Dec-27,Wednesday,Independence Day,Public Holiday,mongolia
06-Feb-27,Saturday,Chinese New Year's Day,Federal Public Holiday,malaysia
07-Feb-27,Sunday,Second Day of Chinese New Year,Federal Public Holiday,malaysia
10-Mar-27,Wednesday,Hari Raya Puasa (Tentative Date),Federal Public Holiday,malaysia
11-Mar-27,Thursday,Hari Raya Puasa Holiday Day 2 (Tentative Date),Federal Public Holiday,malaysia
01-May-27,Saturday,Labour Day,Federal Public Holiday,malaysia
17-May-27,Monday,Hari Raya Haji (Tentative Date),Federal Public Holiday,malaysia
18-May-27,Tuesday,Hari Raya Haji (Day 2) (Tentative Date),Federal Public Holiday,malaysia
06-Jun-27,Sunday,Muharram (Tentative Date),Federal Public Holiday,malaysia
07-Jun-27,Monday,The Yang di-Pertuan Agong's Birthday,Federal Public Holiday,malaysia
15-Aug-27,Sunday,The Prophet Muhammad's Birthday (Tentative Date),Federal Public Holiday,malaysia
31-Aug-27,Tuesday,Malaysia's National Day,Federal Public Holiday,malaysia
16-Sep-27,Thursday,Malaysia Day,Federal Public Holiday,malaysia
25-Dec-27,Saturday,Christmas Day,Federal Public Holiday,malaysia
18-May-27,Tuesday,Eid al-Adha Holiday (Tentative Date),Government Holiday,morocco
