Date,Day,Name,Type,Country
01-Jan-31,Wednesday,New Year's Day,National Holiday,turkey
24-Jan-31,Friday,Ramadan Feast (Tentative Date),National Holiday,turkey
25-Jan-31,Saturday,Ramadan Feast Holiday (Tentative Date),National Holiday,turkey
26-Jan-31,Sunday,Ramadan Feast Holiday (Tentative Date),National Holiday,turkey
02-Apr-31,Wednesday,Sacrifice Feast (Tentative Date),National Holiday,turkey
03-Apr-31,Thursday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
04-Apr-31,Friday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
05-Apr-31,Saturday,Sacrifice Feast Holiday (Tentative Date),National Holiday,turkey
23-Apr-31,Wednesday,National Sovereignty and Children's Day,National Holiday,turkey
01-May-31,Thursday,Labor and Solidarity Day,National Holiday,turkey
19-May-31,Monday,"Commemoration of Atatürk, Youth and Sports Day",National Holiday,turkey
15-Jul-31,Tuesday,Democracy and National Unity Day,National Holiday,turkey
30-Aug-31,Saturday,Victory Day,National Holiday,turkey
29-Oct-31,Wednesday,Republic Day,National Holiday,turkey
01-Jan-31,Wednesday,International New Year's Day,National Holiday,vietnam
22-Jan-31,Wednesday,Vietnamese New Year's Eve,National Holiday,vietnam
23-Jan-31,Thursday,Vietnamese New Year,National Holiday,vietnam
24-Jan-31,Friday,Tet Holiday,National Holiday,vietnam
25-Jan-31,Saturday,Tet Holiday,National Holiday,vietnam
26-Jan-31,Sunday,Tet Holiday,National Holiday,vietnam
27-Jan-31,Monday,Tet Holiday,National Holiday,vietnam
01-Apr-31,Tuesday,Hung Kings Festival,National Holiday,vietnam
30-Apr-31,Wednesday,Liberation Day/Reunification Day,National Holiday,vietnam
01-May-31,Thursday,International Labor Day,National Holiday,vietnam
02-Sep-31,Tuesday,Independence Day,National Holiday,vietnam
24-Nov-31,Monday,Vietnam Culture Day (Tentative Date),National Holiday,vietnam
01-Jan-31,Wednesday,New Year's Day,Bank Holiday,uk
11-Apr-31,Friday,Good Friday,Bank Holiday,uk
05-May-31,Monday,Early May Bank Holiday,Bank Holiday,uk
26-May-31,Monday,Spring Bank Holiday,Bank Holiday,uk
25-Dec-31,Thursday,Christmas Day,Bank Holiday,uk
26-Dec-31,Friday,Boxing Day,Bank Holiday,uk
01-Jan-31,Wednesday,New Year's Day,National Holiday,new-zealand
02-Jan-31,Thursday,Day after New Year's Day,National Holiday,new-zealand
06-Feb-31,Thursday,Waitangi Day,National Holiday,new-zealand
11-Apr-31,Friday,Good Friday,National Holiday,new-zealand
14-Apr-31,Monday,Easter Monday,National Holiday,new-zealand
25-Apr-31,Friday,ANZAC Day,National Holiday,new-zealand
02-Jun-31,Monday,King's Birthday,National Holiday,new-zealand
11-Jul-31,Friday,Matariki,National Holiday,new-zealand
27-Oct-31,Monday,Labour Day,National Holiday,new-zealand
25-Dec-31,Thursday,Christmas Day,National Holiday,new-zealand
26-Dec-31,Friday,Boxing Day,National Holiday,new-zealand
