Date,Day,Name,Type,Country
19-Feb-29,Monday,Clean Monday,Government Holiday,greece
06-Apr-29,Friday,Orthodox Good Friday,Government Holiday,greece
01-Jan-29,Monday,New Year's Day,National Holiday,germany
30-Mar-29,Friday,Good Friday,"National Holiday, Christian",germany
02-Apr-29,Monday,Easter Monday,"National Holiday, Christian",germany
01-May-29,Tuesday,May Day,National Holiday,germany
10-May-29,Thursday,Ascension Day,"National Holiday, Christian",germany
21-May-29,Monday,Whit Monday,"National Holiday, Christian",germany
03-Oct-29,Wednesday,Day of German Unity,National Holiday,germany
25-Dec-29,Tuesday,Christmas Day,"National Holiday, Christian",germany
26-Dec-29,Wednesday,Boxing Day,"National Holiday, Christian",germany
01-Jan-29,Monday,New Year's Day,National Holiday,hong-kong
13-Feb-29,Tuesday,Lunar New Year's Day,National Holiday,hong-kong
14-Feb-29,Wednesday,Second Day of Lunar New Year,National Holiday,hong-kong
15-Feb-29,Thursday,Third Day of Lunar New Year,National Holiday,hong-kong
30-Mar-29,Friday,Good Friday,National Holiday,hong-kong
31-Mar-29,Saturday,Holy Saturday,National Holiday,hong-kong
02-Apr-29,Monday,Easter Monday,National Holiday,hong-kong
05-Apr-29,Thursday,Tomb Sweeping Day,National Holiday,hong-kong
01-May-29,Tuesday,Labour Day,National Holiday,hong-kong
20-May-29,Sunday,Buddha's Birthday,National Holiday,hong-kong
21-May-29,Monday,Day following Buddha's Birthday,National Holiday,hong-kong
16-Jun-29,Saturday,Dragon Boat Festival,National Holiday,hong-kong
01-Jul-29,Sunday,Hong Kong Special Administrative Region Establishment Day,National Holiday,hong-kong
02-Jul-29,Monday,Hong Kong Special Administrative Region Establishment Day observed,National Holiday,hong-kong
22-Sep-29,Saturday,Day after Mid-Autumn Festival,National Holiday,hong-kong
01-Oct-29,Monday,National Day,National Holiday,hong-kong
16-Oct-29,Tuesday,Chung Yeung Festival,National Holiday,hong-kong
25-Dec-29,Tuesday,Christmas Day,National Holiday,hong-kong
26-Dec-29,Wednesday,First Weekday After Christmas Day,National Holiday,hong-kong
01-Jan-29,Monday,New Year's Day,National Holiday,hungary
15-Mar-29,Thursday,1848 Revolution Memorial Day,National Holiday,hungary
30-Mar-29,Friday,Good Friday,National Holiday,hungary
02-Apr-29,Monday,Easter Monday,National Holiday,hungary
01-May-29,Tuesday,Labor Day,National Holiday,hungary
21-May-29,Monday,Whit Monday,National Holiday,hungary
20-Aug-29,Monday,National Day,National Holiday,hungary
23-Oct-29,Tuesday,1956 Revolution Memorial Day,National Holiday,hungary
01-Nov-29,Thursday,All Saints' Day,National Holiday,hungary
25-Dec-29,Tuesday,Christmas Day,National Holiday,hungary
26-Dec-29,Wednesday,Second Day of Christmas,National Holiday,hungary
26-Jan-29,Friday,Republic Day,Gazetted Holiday,india
11-Feb-29,Sunday,Maha Shivaratri,Gazetted Holiday,india
15-Feb-29,Thursday,Ramzan Id (Tentative Date),Gazetted Holiday,india
01-Mar-29,Thursday,Holi,Gazetted Holiday,india
30-Mar-29,Friday,Good Friday,Gazetted Holiday,india
22-Apr-29,Sunday,Rama Navami,Gazetted Holiday,india
25-Apr-29,Wednesday,Bakrid (Tentative Date),Gazetted Holiday,india
25-May-29,Friday,Muharram/Ashura (Tentative Date),Gazetted Holiday,india
15-Aug-29,Wednesday,Independence Day,Gazetted Holiday,india
01-Sep-29,Saturday,Janmashtami,Gazetted Holiday,india
02-Oct-29,Tuesday,Mahatma Gandhi Jayanti,Gazetted Holiday,india
16-Oct-29,Tuesday,Dussehra,Gazetted Holiday,india
05-Nov-29,Monday,Diwali/Deepavali,Gazetted Holiday,india
25-Dec-29,Tuesday,Christmas,Gazetted Holiday,india
