Date,Day,Name,Type,Country
01-Jan-30,Tuesday,New Year's Day,National Holiday,belgium
22-Apr-30,Monday,Easter Monday,National Holiday,belgium
01-May-30,Wednesday,Labor Day,National Holiday,belgium
30-May-30,Thursday,Ascension Day,National Holiday,belgium
10-Jun-30,Monday,Whit Monday,National Holiday,belgium
21-Jul-30,Sunday,Belgian National Day,National Holiday,belgium
15-Aug-30,Thursday,Assumption of Mary,National Holiday,belgium
01-Nov-30,Friday,All Saints' Day,National Holiday,belgium
11-Nov-30,Monday,Armistice Day,National Holiday,belgium
25-Dec-30,Wednesday,Christmas Day,National Holiday,belgium
01-Jan-30,Tuesday,New Year's Day,National Holiday,luxembourg
22-Apr-30,Monday,Easter Monday,National Holiday,luxembourg
01-May-30,Wednesday,Labor Day,National Holiday,luxembourg
09-May-30,Thursday,Europe Day,National Holiday,luxembourg
30-May-30,Thursday,Ascension Day,National Holiday,luxembourg
10-Jun-30,Monday,Whit Monday,National Holiday,luxembourg
23-Jun-30,Sunday,National Day,National Holiday,luxembourg
15-Aug-30,Thursday,Assumption of Mary,National Holiday,luxembourg
01-Nov-30,Friday,All Saints' Day,National Holiday,luxembourg
25-Dec-30,Wednesday,Christmas Day,National Holiday,luxembourg
26-Dec-30,Thursday,St Stephen's Day,National Holiday,luxembourg
01-Jan-30,Tuesday,New Year's Day,National Holiday,chile
19-Apr-30,Friday,Good Friday,"National Holiday, Christian",chile
20-Apr-30,Saturday,Holy Saturday,"National Holiday, Christian",chile
01-May-30,Wednesday,Labor Day,National Holiday,chile
21-May-30,Tuesday,Navy Day,National Holiday,chile
21-Jun-30,Friday,National Day of Indigenous Peoples,National Holiday,chile
29-Jun-30,Saturday,Saint Peter and Saint Paul,National Holiday,chile
16-Jul-30,Tuesday,Our Lady of Mount Carmel,National Holiday,chile
15-Aug-30,Thursday,Assumption of Mary,National Holiday,chile
18-Sep-30,Wednesday,National Day,National Holiday,chile
19-Sep-30,Thursday,Army Day,National Holiday,chile
20-Sep-30,Friday,Extended National Day Holiday,National Holiday,chile
12-Oct-30,Saturday,Day of the Discovery of Two Worlds,National Holiday,chile
31-Oct-30,Thursday,Reformation Day,National Holiday,chile
01-Nov-30,Friday,All Saints' Day,National Holiday,chile
08-Dec-30,Sunday,Inmaculate Conception Day,National Holiday,chile
25-Dec-30,Wednesday,Christmas Day,"National Holiday, Christian",chile
01-Jan-30,Tuesday,New Year's Day,National Holiday,paraguay
01-Mar-30,Friday,Heroes' Day,National Holiday,paraguay
18-Apr-30,Thursday,Maundy Thursday,National Holiday,paraguay
19-Apr-30,Friday,Good Friday,National Holiday,paraguay
01-May-30,Wednesday,Labor Day,National Holiday,paraguay
14-May-30,Tuesday,National Holiday,National Holiday,paraguay
15-May-30,Wednesday,Independence Day,National Holiday,paraguay
12-Jun-30,Wednesday,Chaco Armistice,National Holiday,paraguay
20-Jun-30,Thursday,Day of the Oath of the National Constitution,National Holiday,paraguay
15-Aug-30,Thursday,Founding of Asuncion,National Holiday,paraguay
29-Sep-30,Sunday,Boqueron Battle Victory Day,National Holiday,paraguay
08-Dec-30,Sunday,Virgin of Caacupé Day,National Holiday,paraguay
25-Dec-30,Wednesday,Christmas Day,National Holiday,paraguay
01-Jan-30,Tuesday,Republic Day,National Holiday,slovakia
06-Jan-30,Sunday,Epiphany,National Holiday,slovakia
19-Apr-30,Friday,Good Friday,National Holiday,slovakia
22-Apr-30,Monday,Easter Monday,National Holiday,slovakia
01-May-30,Wednesday,Labor Day,National Holiday,slovakia
05-Jul-30,Friday,St. Cyril & St. Methodius Day,National Holiday,slovakia
29-Aug-30,Thursday,National Uprising Day,National Holiday,slovakia
01-Nov-30,Friday,All Saints' Day,National Holiday,slovakia
24-Dec-30,Tuesday,Christmas Eve,National Holiday,slovakia
25-Dec-30,Wednesday,Christmas Day,National Holiday,slovakia
26-Dec-30,Thursday,St. Stephen's Day,National Holiday,slovakia
