Date,Day,Name,Type,Country
01-Jan-26,Thursday,New Year,Public Holiday,north-korea
08-Feb-26,Sunday,Chosun People's Army Foundation Day,Public Holiday,north-korea
16-Feb-26,Monday,Birth date of Kim Jong Il,Public Holiday,north-korea
17-Feb-26,Tuesday,Seollal,Public Holiday,north-korea
03-Mar-26,Tuesday,Cheongwoldaeboreum,Public Holiday,north-korea
08-Mar-26,Sunday,International Women's Day,Public Holiday,north-korea
15-Apr-26,Wednesday,Birth Date of Kim Il Sung,Public Holiday,north-korea
01-May-26,Friday,May Day,Public Holiday,north-korea
06-Jun-26,Saturday,Chosun Children's Union Foundation Day,Public Holiday,north-korea
27-Jul-26,Monday,Day of Victory in the Fatherland Liberation War,Public Holiday,north-korea
15-Aug-26,Saturday,Liberation Day,Public Holiday,north-korea
25-Aug-26,Tuesday,Day of Songun,Public Holiday,north-korea
09-Sep-26,Wednesday,National Day,Public Holiday,north-korea
25-Sep-26,Friday,Chuseok Harvest Festival,Public Holiday,north-korea
10-Oct-26,Saturday,Party Foundation Day,Public Holiday,north-korea
16-Nov-26,Monday,Mother's Day,Public Holiday,north-korea
27-Dec-26,Sunday,Constitution Day,Public Holiday,north-korea
01-Jan-26,Thursday,New Year's Day,Public Holiday,south-korea
16-Feb-26,Monday,Seollal Holiday,Public Holiday,south-korea
17-Feb-26,Tuesday,Seollal,Public Holiday,south-korea
18-Feb-26,Wednesday,Seollal Holiday,Public Holiday,south-korea
01-Mar-26,Sunday,Independence Movement Day,National Holiday,south-korea
02-Mar-26,Monday,Day off for Independence Movement Day,National Holiday,south-korea
05-May-26,Tuesday,Children's Day,Public Holiday,south-korea
24-May-26,Sunday,Buddha’s Birthday,Public Holiday,south-korea
25-May-26,Monday,Day off for Buddha’s Birthday,Public Holiday,south-korea
03-Jun-26,Wednesday,Local Election Day,Public Holiday,south-korea
06-Jun-26,Saturday,Memorial Day,Public Holiday,south-korea
17-Jul-26,Friday,Constitution Day,National Holiday,south-korea
15-Aug-26,Saturday,Liberation Day,National Holiday,south-korea
17-Aug-26,Monday,Day off for Liberation Day,National Holiday,south-korea
24-Sep-26,Thursday,Chuseok Holiday,Public Holiday,south-korea
25-Sep-26,Friday,Chuseok,Public Holiday,south-korea
26-Sep-26,Saturday,Chuseok Holiday,Public Holiday,south-korea
03-Oct-26,Saturday,National Foundation Day,National Holiday,south-korea
05-Oct-26,Monday,Day off for National Foundation Day,National Holiday,south-korea
09-Oct-26,Friday,Hangeul Proclamation Day,National Holiday,south-korea
25-Dec-26,Friday,Christmas Day,Public Holiday,south-korea
17-Feb-26,Tuesday,Chinese New Year's Day,Federal Public Holiday,malaysia
18-Feb-26,Wednesday,Second Day of Chinese New Year,Federal Public Holiday,malaysia
20-Mar-26,Friday,Hari Raya Puasa Holiday,Federal Public Holiday,malaysia
21-Mar-26,Saturday,Hari Raya Puasa,Federal Public Holiday,malaysia
01-May-26,Friday,Labour Day,Federal Public Holiday,malaysia
27-May-26,Wednesday,Hari Raya Haji (Tentative Date),Federal Public Holiday,malaysia
28-May-26,Thursday,Hari Raya Haji (Day 2) (Tentative Date),Federal Public Holiday,malaysia
31-May-26,Sunday,Wesak Day,Federal Public Holiday,malaysia
01-Jun-26,Monday,The Yang di-Pertuan Agong's Birthday,Federal Public Holiday,malaysia
17-Jun-26,Wednesday,Muharram (Tentative Date),Federal Public Holiday,malaysia
25-Aug-26,Tuesday,The Prophet Muhammad's Birthday (Tentative Date),Federal Public Holiday,malaysia
31-Aug-26,Monday,Malaysia's National Day,Federal Public Holiday,malaysia
16-Sep-26,Wednesday,Malaysia Day,Federal Public Holiday,malaysia
08-Nov-26,Sunday,Diwali,Federal Public Holiday,malaysia
25-Dec-26,Friday,Christmas Day,Federal Public Holiday,malaysia
01-Jan-26,Thursday,New Year,Public Holiday,mongolia
17-Feb-26,Tuesday,Tsagaan Sar Holiday,Public Holiday,mongolia
18-Feb-26,Wednesday,Tsagaan Sar,Public Holiday,mongolia
19-Feb-26,Thursday,Tsagaan Sar Holiday,Public Holiday,mongolia
20-Feb-26,Friday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Mar-26,Sunday,International Women's Day,Public Holiday,mongolia
31-May-26,Sunday,Great Buddha Day,Public Holiday,mongolia
01-Jun-26,Monday,Children's Day,Public Holiday,mongolia
10-Jul-26,Friday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
11-Jul-26,Saturday,Naadam Holiday (National Day),Public Holiday,mongolia
12-Jul-26,Sunday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
13-Jul-26,Monday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Jul-26,Tuesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
15-Jul-26,Wednesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
10-Nov-26,Tuesday,Genghis Khan Day (Tentative Date),Public Holiday,mongolia
26-Nov-26,Thursday,Republic Day,Public Holiday,mongolia
29-Dec-26,Tuesday,Independence Day,Public Holiday,mongolia
