Date,Day,Name,Type,Country
01-Jan-25,Wednesday,International New Year's Day,National Holiday,vietnam
25-Jan-25,Saturday,Tet Holiday,Public Sector Holiday,vietnam
26-Jan-25,Sunday,Tet Holiday,Public Sector Holiday,vietnam
27-Jan-25,Monday,Tet Holiday,Public Sector Holiday,vietnam
28-Jan-25,Tuesday,Vietnamese New Year's Eve,National Holiday,vietnam
29-Jan-25,Wednesday,Vietnamese New Year,National Holiday,vietnam
30-Jan-25,Thursday,Tet Holiday,National Holiday,vietnam
31-Jan-25,Friday,Tet Holiday,National Holiday,vietnam
01-Feb-25,Saturday,Tet Holiday,National Holiday,vietnam
02-Feb-25,Sunday,Tet Holiday,National Holiday,vietnam
07-Apr-25,Monday,Hung Kings Festival,National Holiday,vietnam
30-Apr-25,Wednesday,Liberation Day/Reunification Day,National Holiday,vietnam
01-May-25,Thursday,International Labor Day,National Holiday,vietnam
02-May-25,Friday,International Labor Day Holiday,Public Sector Holiday,vietnam
01-Sep-25,Monday,Independence Day Holiday,Public Sector Holiday,vietnam
02-Sep-25,Tuesday,Independence Day,National Holiday,vietnam
01-Jan-25,Wednesday,New Year's Day,National Holiday,turkey
30-Mar-25,Sunday,Ramadan Feast,National Holiday,turkey
31-Mar-25,Monday,Ramadan Feast Holiday,National Holiday,turkey
01-Apr-25,Tuesday,Ramadan Feast Holiday,National Holiday,turkey
02-Apr-25,Wednesday,Ramadan Feast Day,Holiday for Public Servants,turkey
03-Apr-25,Thursday,Ramadan Feast Day,Holiday for Public Servants,turkey
04-Apr-25,Friday,Ramadan Feast Day,Holiday for Public Servants,turkey
05-Apr-25,Saturday,Ramadan Feast Day,Holiday for Public Servants,turkey
06-Apr-25,Sunday,Ramadan Feast Day,Holiday for Public Servants,turkey
23-Apr-25,Wednesday,National Sovereignty and Children's Day,National Holiday,turkey
01-May-25,Thursday,Labor and Solidarity Day,National Holiday,turkey
19-May-25,Monday,"Commemoration of Atatürk, Youth and Sports Day",National Holiday,turkey
06-Jun-25,Friday,Sacrifice Feast,National Holiday,turkey
07-Jun-25,Saturday,Sacrifice Feast Holiday,National Holiday,turkey
08-Jun-25,Sunday,Sacrifice Feast Holiday,National Holiday,turkey
09-Jun-25,Monday,Sacrifice Feast Holiday,National Holiday,turkey
15-Jul-25,Tuesday,Democracy and National Unity Day,National Holiday,turkey
30-Aug-25,Saturday,Victory Day,National Holiday,turkey
29-Oct-25,Wednesday,Republic Day,National Holiday,turkey
01-Jan-25,Wednesday,New Year's Day,Bank Holiday,uk
18-Apr-25,Friday,Good Friday,Bank Holiday,uk
05-May-25,Monday,Early May Bank Holiday,Bank Holiday,uk
26-May-25,Monday,Spring Bank Holiday,Bank Holiday,uk
25-Dec-25,Thursday,Christmas Day,Bank Holiday,uk
26-Dec-25,Friday,Boxing Day,Bank Holiday,uk
01-Jan-25,Wednesday,New Year's Day,National Holiday,new-zealand
02-Jan-25,Thursday,Day after New Year's Day,National Holiday,new-zealand
06-Feb-25,Thursday,Waitangi Day,National Holiday,new-zealand
18-Apr-25,Friday,Good Friday,National Holiday,new-zealand
21-Apr-25,Monday,Easter Monday,National Holiday,new-zealand
25-Apr-25,Friday,ANZAC Day,National Holiday,new-zealand
02-Jun-25,Monday,King's Birthday,National Holiday,new-zealand
20-Jun-25,Friday,Matariki,National Holiday,new-zealand
27-Oct-25,Monday,Labour Day,National Holiday,new-zealand
25-Dec-25,Thursday,Christmas Day,National Holiday,new-zealand
26-Dec-25,Friday,Boxing Day,National Holiday,new-zealand
