Date,Day,Name,Type,Country
01-Jan-23,Sunday,New Year,Public Holiday,north-korea
23-Jan-23,Monday,Seollal,Public Holiday,north-korea
08-Feb-23,Wednesday,Chosun People's Army Foundation Day,Public Holiday,north-korea
16-Feb-23,Thursday,Birth date of Kim Jong Il,Public Holiday,north-korea
08-Mar-23,Wednesday,International Women's Day,Public Holiday,north-korea
15-Apr-23,Saturday,Birth Date of Kim Il Sung,Public Holiday,north-korea
01-May-23,Monday,May Day,Public Holiday,north-korea
06-Jun-23,Tuesday,Chosun Children's Union Foundation Day,Public Holiday,north-korea
27-Jul-23,Thursday,Day of Victory in the Fatherland Liberation War,Public Holiday,north-korea
15-Aug-23,Tuesday,Liberation Day,Public Holiday,north-korea
25-Aug-23,Friday,Day of Songun,Public Holiday,north-korea
09-Sep-23,Saturday,National Day,Public Holiday,north-korea
29-Sep-23,Friday,Chuseok Harvest Festival,Public Holiday,north-korea
10-Oct-23,Tuesday,Party Foundation Day,Public Holiday,north-korea
16-Nov-23,Thursday,Mother's Day,Public Holiday,north-korea
27-Dec-23,Wednesday,Constitution Day,Public Holiday,north-korea
01-Jan-23,Sunday,New Year's Day,Public Holiday,south-korea
21-Jan-23,Saturday,Seollal Holiday,Public Holiday,south-korea
22-Jan-23,Sunday,Seollal,Public Holiday,south-korea
23-Jan-23,Monday,Seollal Holiday,Public Holiday,south-korea
24-Jan-23,Tuesday,Seollal Holiday,Public Holiday,south-korea
01-Mar-23,Wednesday,Independence Movement Day,National Holiday,south-korea
05-May-23,Friday,Children's Day,Public Holiday,south-korea
27-May-23,Saturday,Buddha’s Birthday,Public Holiday,south-korea
29-May-23,Monday,Buddha’s Birthday Holiday,Public Holiday,south-korea
06-Jun-23,Tuesday,Memorial Day,Public Holiday,south-korea
15-Aug-23,Tuesday,Liberation Day,National Holiday,south-korea
28-Sep-23,Thursday,Chuseok Holiday,Public Holiday,south-korea
29-Sep-23,Friday,Chuseok,Public Holiday,south-korea
30-Sep-23,Saturday,Chuseok Holiday,Public Holiday,south-korea
02-Oct-23,Monday,Chuseok Holiday,Public Holiday,south-korea
03-Oct-23,Tuesday,National Foundation Day,National Holiday,south-korea
09-Oct-23,Monday,Hangeul Proclamation Day,National Holiday,south-korea
25-Dec-23,Monday,Christmas Day,Public Holiday,south-korea
22-Jan-23,Sunday,Chinese New Year's Day,Federal Public Holiday,malaysia
23-Jan-23,Monday,Second Day of Chinese New Year,Federal Public Holiday,malaysia
21-Apr-23,Friday,Hari Raya Puasa Holiday,Federal Public Holiday,malaysia
22-Apr-23,Saturday,Hari Raya Puasa,Federal Public Holiday,malaysia
23-Apr-23,Sunday,Hari Raya Puasa Holiday Day 2,Federal Public Holiday,malaysia
01-May-23,Monday,Labour Day,Federal Public Holiday,malaysia
04-May-23,Thursday,Wesak Day,Federal Public Holiday,malaysia
05-Jun-23,Monday,The Yang di-Pertuan Agong's Birthday,Federal Public Holiday,malaysia
29-Jun-23,Thursday,Hari Raya Haji,Federal Public Holiday,malaysia
30-Jun-23,Friday,Hari Raya Haji (Day 2),Federal Public Holiday,malaysia
19-Jul-23,Wednesday,Muharram,Federal Public Holiday,malaysia
31-Aug-23,Thursday,Malaysia's National Day,Federal Public Holiday,malaysia
16-Sep-23,Saturday,Malaysia Day,Federal Public Holiday,malaysia
28-Sep-23,Thursday,The Prophet Muhammad's Birthday,Federal Public Holiday,malaysia
12-Nov-23,Sunday,Diwali,Federal Public Holiday,malaysia
25-Dec-23,Monday,Christmas Day,Federal Public Holiday,malaysia
01-Jan-23,Sunday,New Year,Public Holiday,mongolia
21-Feb-23,Tuesday,Tsagaan Sar,Public Holiday,mongolia
22-Feb-23,Wednesday,Tsagaan Sar Holiday,Public Holiday,mongolia
23-Feb-23,Thursday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Mar-23,Wednesday,International Women's Day,Public Holiday,mongolia
01-Jun-23,Thursday,Children's Day,Public Holiday,mongolia
04-Jun-23,Sunday,Great Buddha Day,Public Holiday,mongolia
10-Jul-23,Monday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
11-Jul-23,Tuesday,Naadam Holiday (National Day),Public Holiday,mongolia
12-Jul-23,Wednesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
13-Jul-23,Thursday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Jul-23,Friday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
15-Jul-23,Saturday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Nov-23,Tuesday,Genghis Khan Day,Public Holiday,mongolia
26-Nov-23,Sunday,Republic Day,Public Holiday,mongolia
29-Dec-23,Friday,Independence Day,Public Holiday,mongolia
30-Jun-23,Friday,Eid al-Adha Holiday,Government Holiday,morocco
