Date,Day,Name,Type,Country
01-Jan-25,Wednesday,New Year's Day,National Holiday,australia
26-Jan-25,Sunday,Australia Day,National Holiday,australia
18-Apr-25,Friday,Good Friday,National Holiday,australia
21-Apr-25,Monday,Easter Monday,National Holiday,australia
25-Apr-25,Friday,ANZAC Day,National Holiday,australia
25-Dec-25,Thursday,Christmas Day,National Holiday,australia
26-Dec-25,Friday,Boxing Day,National Holiday,australia
15-Feb-25,Saturday,Shab e-Barat,Government Holiday,bangladesh
21-Feb-25,Friday,Language Martyrs' Day,Government Holiday,bangladesh
26-Mar-25,Wednesday,Independence Day,Government Holiday,bangladesh
28-Mar-25,Friday,Shab-e-qadr,Government Holiday,bangladesh
29-Mar-25,Saturday,Eid ul-Fitr Holiday,Government Holiday,bangladesh
30-Mar-25,Sunday,Eid ul-Fitr Holiday,National Holiday,bangladesh
31-Mar-25,Monday,Eid ul-Fitr,Government Holiday,bangladesh
01-Apr-25,Tuesday,Eid ul-Fitr Holiday,Government Holiday,bangladesh
02-Apr-25,Wednesday,Eid ul-Fitr Holiday,Government Holiday,bangladesh
03-Apr-25,Thursday,Eid ul-Fitr Holiday,Government Holiday,bangladesh
14-Apr-25,Monday,Bengali New Year,Government Holiday,bangladesh
01-May-25,Thursday,May Day,Government Holiday,bangladesh
11-May-25,Sunday,Buddha Purnima/Vesak,Government Holiday,bangladesh
05-Jun-25,Thursday,Eid al-Adha Holiday,Government Holiday,bangladesh
06-Jun-25,Friday,Eid al-Adha Holiday,Government Holiday,bangladesh
07-Jun-25,Saturday,Eid al-Adha,Government Holiday,bangladesh
08-Jun-25,Sunday,Eid al-Adha Holiday,Government Holiday,bangladesh
09-Jun-25,Monday,Eid al-Adha Holiday,Government Holiday,bangladesh
10-Jun-25,Tuesday,Eid al-Adha Holiday,Government Holiday,bangladesh
06-Jul-25,Sunday,Ashura,Government Holiday,bangladesh
05-Aug-25,Tuesday,Student-People Uprising Day,Government Holiday,bangladesh
16-Aug-25,Saturday,Janmashtami,Government Holiday,bangladesh
06-Sep-25,Saturday,Eid e-Milad-un Nabi,Government Holiday,bangladesh
01-Oct-25,Wednesday,Mahanabami,Government Holiday,bangladesh
02-Oct-25,Thursday,Durga Puja,Government Holiday,bangladesh
16-Dec-25,Tuesday,Victory Day,Government Holiday,bangladesh
25-Dec-25,Thursday,Christmas Day,Government Holiday,bangladesh
01-Jan-25,Wednesday,New Year's Day,National Holiday,bulgaria
03-Mar-25,Monday,Liberation Day,National Holiday,bulgaria
18-Apr-25,Friday,Good Friday,National Holiday,bulgaria
19-Apr-25,Saturday,Holy Saturday,National Holiday,bulgaria
20-Apr-25,Sunday,Easter Sunday,National Holiday,bulgaria
21-Apr-25,Monday,Easter Monday,National Holiday,bulgaria
01-May-25,Thursday,Labor Day,National Holiday,bulgaria
06-May-25,Tuesday,St. George's Day,National Holiday,bulgaria
24-May-25,Saturday,Culture and Literacy Day,National Holiday,bulgaria
26-May-25,Monday,Day off for Culture and Literacy Day,National Holiday,bulgaria
06-Sep-25,Saturday,Unification Day,National Holiday,bulgaria
08-Sep-25,Monday,Day off for Unification Day,National Holiday,bulgaria
22-Sep-25,Monday,Independence Day,National Holiday,bulgaria
24-Dec-25,Wednesday,Christmas Eve,National Holiday,bulgaria
25-Dec-25,Thursday,Christmas Day,National Holiday,bulgaria
26-Dec-25,Friday,Second day of Christmas,National Holiday,bulgaria
31-Dec-25,Wednesday,New Year's Eve,National Holiday,bulgaria
01-Jan-25,Wednesday,New Year's Day,National Holiday,brazil
03-Mar-25,Monday,Carnival Monday,Government Holiday,brazil
04-Mar-25,Tuesday,Carnival Tuesday,Government Holiday,brazil
05-Mar-25,Wednesday,Carnival end (until 2pm),Government Holiday,brazil
18-Apr-25,Friday,Good Friday,National Holiday,brazil
21-Apr-25,Monday,Tiradentes Day,National Holiday,brazil
01-May-25,Thursday,Labor Day,National Holiday,brazil
19-Jun-25,Thursday,Corpus Christi,Government Holiday,brazil
07-Sep-25,Sunday,Independence Day,National Holiday,brazil
12-Oct-25,Sunday,Our Lady of Aparecida / Children's Day,National Holiday,brazil
28-Oct-25,Tuesday,Public Service Holiday,Government Holiday,brazil
02-Nov-25,Sunday,All Souls' Day,National Holiday,brazil
15-Nov-25,Saturday,Republic Proclamation Day,National Holiday,brazil
20-Nov-25,Thursday,Black Awareness Day,National Holiday,brazil
24-Dec-25,Wednesday,Christmas Eve (from 2pm),Government Holiday,brazil
25-Dec-25,Thursday,Christmas Day,National Holiday,brazil
31-Dec-25,Wednesday,New Year's Eve (from 2pm),Government Holiday,brazil
01-Jan-25,Wednesday,New Year's Day,Statutory Holiday,canada
18-Apr-25,Friday,Good Friday,Statutory Holiday,canada
21-Apr-25,Monday,Easter Monday,Statutory Holiday,canada
19-May-25,Monday,Victoria Day,Statutory Holiday,canada
01-Jul-25,Tuesday,Canada Day,Statutory Holiday,canada
01-Sep-25,Monday,Labour Day,Statutory Holiday,canada
30-Sep-25,Tuesday,National Day for Truth and Reconciliation,Federal Employees Holiday,canada
13-Oct-25,Monday,Thanksgiving Day,Statutory Holiday,canada
11-Nov-25,Tuesday,Remembrance Day,Statutory Holiday,canada
25-Dec-25,Thursday,Christmas Day,Statutory Holiday,canada
26-Dec-25,Friday,Boxing Day,Statutory Holiday,canada
