Date,Day,Name,Type,Country
01-Jan-25,Wednesday,New Year's Day,National Holiday,ireland
03-Feb-25,Monday,St. Brigid’s Day,National Holiday,ireland
17-Mar-25,Monday,St. Patrick's Day,National Holiday,ireland
21-Apr-25,Monday,Easter Monday,National Holiday,ireland
05-May-25,Monday,May Day,National Holiday,ireland
02-Jun-25,Monday,June Bank Holiday,National Holiday,ireland
04-Aug-25,Monday,August Bank Holiday,National Holiday,ireland
27-Oct-25,Monday,October Bank Holiday,National Holiday,ireland
25-Dec-25,Thursday,Christmas Day,National Holiday,ireland
26-Dec-25,Friday,St. Stephen's Day,National Holiday,ireland
01-Jan-25,Wednesday,New Year's Day,National Holiday,iceland
17-Apr-25,Thursday,Maundy Thursday,National Holiday,iceland
18-Apr-25,Friday,Good Friday,National Holiday,iceland
20-Apr-25,Sunday,Easter Sunday,National Holiday,iceland
21-Apr-25,Monday,Easter Monday,National Holiday,iceland
24-Apr-25,Thursday,First Day of Summer,National Holiday,iceland
01-May-25,Thursday,Labour Day,National Holiday,iceland
29-May-25,Thursday,Ascension Day,National Holiday,iceland
08-Jun-25,Sunday,Whit Sunday,National Holiday,iceland
09-Jun-25,Monday,Whit Monday,National Holiday,iceland
17-Jun-25,Tuesday,Icelandic Republic Day,National Holiday,iceland
04-Aug-25,Monday,Commerce Day,National Holiday,iceland
25-Dec-25,Thursday,Christmas Day,National Holiday,iceland
26-Dec-25,Friday,Second Day of Christmas,National Holiday,iceland
01-Jan-25,Wednesday,New Year's Day,Federal Holiday,us
09-Jan-25,Thursday,National Day of Mourning for Jimmy Carter,Federal Holiday,us
20-Jan-25,Monday,Martin Luther King Jr. Day,Federal Holiday,us
20-Jan-25,Monday,Inauguration Day,Federal Holiday,us
17-Feb-25,Monday,Presidents’ Day,Federal Holiday,us
26-May-25,Monday,Memorial Day,Federal Holiday,us
19-Jun-25,Thursday,Juneteenth,Federal Holiday,us
04-Jul-25,Friday,Independence Day,Federal Holiday,us
01-Sep-25,Monday,Labor Day,Federal Holiday,us
13-Oct-25,Monday,Columbus Day,Federal Holiday,us
11-Nov-25,Tuesday,Veterans Day,Federal Holiday,us
27-Nov-25,Thursday,Thanksgiving Day,Federal Holiday,us
24-Dec-25,Wednesday,Christmas Eve,Federal Holiday,us
25-Dec-25,Thursday,Christmas Day,Federal Holiday,us
26-Dec-25,Friday,Day After Christmas Day,Federal Holiday,us
