Date,Day,Name,Type,Country
01-Jan-25,Wednesday,New Year's Day,Public Holiday,south-korea
27-Jan-25,Monday,Seollal Holiday,Public Holiday,south-korea
28-Jan-25,Tuesday,Seollal Holiday,Public Holiday,south-korea
29-Jan-25,Wednesday,Seollal,Public Holiday,south-korea
30-Jan-25,Thursday,Seollal Holiday,Public Holiday,south-korea
01-Mar-25,Saturday,Independence Movement Day,National Holiday,south-korea
03-Mar-25,Monday,Day off for Independence Movement Day,National Holiday,south-korea
05-May-25,Monday,Buddha’s Birthday,Public Holiday,south-korea
05-May-25,Monday,Children's Day,Public Holiday,south-korea
06-May-25,Tuesday,Day off for Children's Day,Public Holiday,south-korea
03-Jun-25,Tuesday,Presidential Election,Public Holiday,south-korea
06-Jun-25,Friday,Memorial Day,Public Holiday,south-korea
15-Aug-25,Friday,Liberation Day,National Holiday,south-korea
03-Oct-25,Friday,National Foundation Day,National Holiday,south-korea
05-Oct-25,Sunday,Chuseok Holiday,Public Holiday,south-korea
06-Oct-25,Monday,Chuseok,Public Holiday,south-korea
07-Oct-25,Tuesday,Chuseok Holiday,Public Holiday,south-korea
08-Oct-25,Wednesday,Day off for Chuseok Holiday,Public Holiday,south-korea
09-Oct-25,Thursday,Hangeul Proclamation Day,National Holiday,south-korea
25-Dec-25,Thursday,Christmas Day,Public Holiday,south-korea
01-Jan-25,Wednesday,New Year,Public Holiday,north-korea
29-Jan-25,Wednesday,Seollal,Public Holiday,north-korea
08-Feb-25,Saturday,Chosun People's Army Foundation Day,Public Holiday,north-korea
16-Feb-25,Sunday,Birth date of Kim Jong Il,Public Holiday,north-korea
08-Mar-25,Saturday,International Women's Day,Public Holiday,north-korea
15-Apr-25,Tuesday,Birth Date of Kim Il Sung,Public Holiday,north-korea
01-May-25,Thursday,May Day,Public Holiday,north-korea
06-Jun-25,Friday,Chosun Children's Union Foundation Day,Public Holiday,north-korea
27-Jul-25,Sunday,Day of Victory in the Fatherland Liberation War,Public Holiday,north-korea
15-Aug-25,Friday,Liberation Day,Public Holiday,north-korea
25-Aug-25,Monday,Day of Songun,Public Holiday,north-korea
09-Sep-25,Tuesday,National Day,Public Holiday,north-korea
06-Oct-25,Monday,Chuseok Harvest Festival,Public Holiday,north-korea
10-Oct-25,Friday,Party Foundation Day,Public Holiday,north-korea
16-Nov-25,Sunday,Mother's Day,Public Holiday,north-korea
27-Dec-25,Saturday,Constitution Day,Public Holiday,north-korea
01-Jan-25,Wednesday,New Year,Public Holiday,mongolia
01-Mar-25,Saturday,Tsagaan Sar,Public Holiday,mongolia
02-Mar-25,Sunday,Tsagaan Sar Holiday,Public Holiday,mongolia
03-Mar-25,Monday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Mar-25,Saturday,International Women's Day,Public Holiday,mongolia
01-Jun-25,Sunday,Children's Day,Public Holiday,mongolia
11-Jun-25,Wednesday,Great Buddha Day,Public Holiday,mongolia
10-Jul-25,Thursday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
11-Jul-25,Friday,Naadam Holiday (National Day),Public Holiday,mongolia
12-Jul-25,Saturday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
13-Jul-25,Sunday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Jul-25,Monday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
15-Jul-25,Tuesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
16-Jul-25,Wednesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
17-Jul-25,Thursday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
21-Nov-25,Friday,Genghis Khan Day,Public Holiday,mongolia
26-Nov-25,Wednesday,Republic Day,Public Holiday,mongolia
29-Dec-25,Monday,Independence Day,Public Holiday,mongolia
29-Jan-25,Wednesday,Chinese New Year's Day,Federal Public Holiday,malaysia
30-Jan-25,Thursday,Second Day of Chinese New Year,Federal Public Holiday,malaysia
31-Mar-25,Monday,Hari Raya Puasa,Federal Public Holiday,malaysia
01-Apr-25,Tuesday,Hari Raya Puasa Holiday Day 2,Federal Public Holiday,malaysia
01-May-25,Thursday,Labour Day,Federal Public Holiday,malaysia
12-May-25,Monday,Wesak Day,Federal Public Holiday,malaysia
02-Jun-25,Monday,The Yang di-Pertuan Agong's Birthday,Federal Public Holiday,malaysia
07-Jun-25,Saturday,Hari Raya Haji,Federal Public Holiday,malaysia
08-Jun-25,Sunday,Hari Raya Haji (Day 2),Federal Public Holiday,malaysia
27-Jun-25,Friday,Muharram,Federal Public Holiday,malaysia
31-Aug-25,Sunday,Malaysia's National Day,Federal Public Holiday,malaysia
05-Sep-25,Friday,The Prophet Muhammad's Birthday,Federal Public Holiday,malaysia
15-Sep-25,Monday,Malaysia Day Holiday,Federal Public Holiday,malaysia
16-Sep-25,Tuesday,Malaysia Day,Federal Public Holiday,malaysia
20-Oct-25,Monday,Diwali,Federal Public Holiday,malaysia
25-Dec-25,Thursday,Christmas Day,Federal Public Holiday,malaysia
08-Jun-25,Sunday,Eid al-Adha Holiday,Government Holiday,morocco
09-Jun-25,Monday,Eid al-Adha Holiday,Government Holiday,morocco
