Date,Day,Name,Type,Country
01-Jan-28,Saturday,New Year's Day,National Holiday,belgium
17-Apr-28,Monday,Easter Monday,National Holiday,belgium
01-May-28,Monday,Labor Day,National Holiday,belgium
25-May-28,Thursday,Ascension Day,National Holiday,belgium
05-Jun-28,Monday,Whit Monday,National Holiday,belgium
21-Jul-28,Friday,Belgian National Day,National Holiday,belgium
15-Aug-28,Tuesday,Assumption of Mary,National Holiday,belgium
01-Nov-28,Wednesday,All Saints' Day,National Holiday,belgium
11-Nov-28,Saturday,Armistice Day,National Holiday,belgium
25-Dec-28,Monday,Christmas Day,National Holiday,belgium
01-Jan-28,Saturday,New Year's Day,National Holiday,luxembourg
17-Apr-28,Monday,Easter Monday,National Holiday,luxembourg
01-May-28,Monday,Labor Day,National Holiday,luxembourg
09-May-28,Tuesday,Europe Day,National Holiday,luxembourg
25-May-28,Thursday,Ascension Day,National Holiday,luxembourg
05-Jun-28,Monday,Whit Monday,National Holiday,luxembourg
23-Jun-28,Friday,National Day,National Holiday,luxembourg
15-Aug-28,Tuesday,Assumption of Mary,National Holiday,luxembourg
01-Nov-28,Wednesday,All Saints' Day,National Holiday,luxembourg
25-Dec-28,Monday,Christmas Day,National Holiday,luxembourg
26-Dec-28,Tuesday,St Stephen's Day,National Holiday,luxembourg
01-Jan-28,Saturday,New Year's Day,National Holiday,chile
14-Apr-28,Friday,Good Friday,"National Holiday, Christian",chile
15-Apr-28,Saturday,Holy Saturday,"National Holiday, Christian",chile
01-May-28,Monday,Labor Day,National Holiday,chile
21-May-28,Sunday,Navy Day,National Holiday,chile
20-Jun-28,Tuesday,National Day of Indigenous Peoples,National Holiday,chile
26-Jun-28,Monday,Saint Peter and Saint Paul,National Holiday,chile
16-Jul-28,Sunday,Our Lady of Mount Carmel,National Holiday,chile
15-Aug-28,Tuesday,Assumption of Mary,National Holiday,chile
18-Sep-28,Monday,National Day,National Holiday,chile
19-Sep-28,Tuesday,Army Day,National Holiday,chile
09-Oct-28,Monday,Day of the Discovery of Two Worlds,National Holiday,chile
27-Oct-28,Friday,Reformation Day,National Holiday,chile
01-Nov-28,Wednesday,All Saints' Day,National Holiday,chile
08-Dec-28,Friday,Inmaculate Conception Day,National Holiday,chile
25-Dec-28,Monday,Christmas Day,"National Holiday, Christian",chile
01-Jan-28,Saturday,New Year's Day,National Holiday,paraguay
01-Mar-28,Wednesday,Heroes' Day,National Holiday,paraguay
13-Apr-28,Thursday,Maundy Thursday,National Holiday,paraguay
14-Apr-28,Friday,Good Friday,National Holiday,paraguay
01-May-28,Monday,Labor Day,National Holiday,paraguay
14-May-28,Sunday,National Holiday,National Holiday,paraguay
15-May-28,Monday,Independence Day,National Holiday,paraguay
12-Jun-28,Monday,Chaco Armistice,National Holiday,paraguay
20-Jun-28,Tuesday,Day of the Oath of the National Constitution,National Holiday,paraguay
15-Aug-28,Tuesday,Founding of Asuncion,National Holiday,paraguay
29-Sep-28,Friday,Boqueron Battle Victory Day,National Holiday,paraguay
08-Dec-28,Friday,Virgin of Caacupé Day,National Holiday,paraguay
25-Dec-28,Monday,Christmas Day,National Holiday,paraguay
01-Jan-28,Saturday,Republic Day,National Holiday,slovakia
06-Jan-28,Thursday,Epiphany,National Holiday,slovakia
14-Apr-28,Friday,Good Friday,National Holiday,slovakia
17-Apr-28,Monday,Easter Monday,National Holiday,slovakia
01-May-28,Monday,Labor Day,National Holiday,slovakia
05-Jul-28,Wednesday,St. Cyril & St. Methodius Day,National Holiday,slovakia
29-Aug-28,Tuesday,National Uprising Day,National Holiday,slovakia
01-Nov-28,Wednesday,All Saints' Day,National Holiday,slovakia
24-Dec-28,Sunday,Christmas Eve,National Holiday,slovakia
25-Dec-28,Monday,Christmas Day,National Holiday,slovakia
26-Dec-28,Tuesday,St. Stephen's Day,National Holiday,slovakia
