Date,Day,Name,Type,Country
01-Jan-22,Saturday,New Year's Day,Public Holiday,netherlands
15-Apr-22,Friday,Good Friday,Public Holiday,netherlands
17-Apr-22,Sunday,Easter Sunday,Public Holiday,netherlands
18-Apr-22,Monday,Easter Monday,Public Holiday,netherlands
27-Apr-22,Wednesday,King's Birthday,Public Holiday,netherlands
26-May-22,Thursday,Ascension Day,Public Holiday,netherlands
05-Jun-22,Sunday,Whit Sunday,Public Holiday,netherlands
06-Jun-22,Monday,Whit Monday,Public Holiday,netherlands
25-Dec-22,Sunday,Christmas Day,Public Holiday,netherlands
26-Dec-22,Monday,Second Day of Christmas,Public Holiday,netherlands
01-May-22,Sunday,Labor Day,"National Holiday, Flag Day",norway
17-May-22,Tuesday,17 May Constitution Day (1814),"National Holiday, Flag Day",norway
05-Feb-22,Saturday,Kashmir Day,Public Holiday,pakistan
23-Mar-22,Wednesday,Pakistan Day,Public Holiday,pakistan
01-May-22,Sunday,Labour Day,Public Holiday,pakistan
02-May-22,Monday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
03-May-22,Tuesday,Eid-ul-Fitr,Public Holiday,pakistan
04-May-22,Wednesday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
05-May-22,Thursday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
08-Jul-22,Friday,Eid al-Adha Holiday,Public Holiday,pakistan
09-Jul-22,Saturday,Eid al-Adha Holiday,Public Holiday,pakistan
10-Jul-22,Sunday,Eid al-Adha,Public Holiday,pakistan
11-Jul-22,Monday,Eid al-Adha Holiday,Public Holiday,pakistan
12-Jul-22,Tuesday,Eid al-Adha Holiday,Public Holiday,pakistan
08-Aug-22,Monday,Ashura Holiday,Public Holiday,pakistan
09-Aug-22,Tuesday,Ashura,Public Holiday,pakistan
14-Aug-22,Sunday,Independence Day,Public Holiday,pakistan
09-Oct-22,Sunday,Eid Milad un-Nabi,Public Holiday,pakistan
09-Nov-22,Wednesday,Iqbal Day,Public Holiday,pakistan
25-Dec-22,Sunday,Christmas Day,Public Holiday,pakistan
25-Dec-22,Sunday,Quaid-e-Azam Day,Public Holiday,pakistan
01-Jan-22,Saturday,New Year's Day,Regular Holiday,philippines
01-Feb-22,Tuesday,Lunar New Year's Day,Special Non-working Holiday,philippines
25-Feb-22,Friday,People Power Anniversary,Special Non-working Holiday,philippines
09-Apr-22,Saturday,The Day of Valor,Regular Holiday,philippines
14-Apr-22,Thursday,Maundy Thursday,Regular Holiday,philippines
15-Apr-22,Friday,Good Friday,Regular Holiday,philippines
16-Apr-22,Saturday,Black Saturday,Special Non-working Holiday,philippines
01-May-22,Sunday,Labor Day,Regular Holiday,philippines
09-May-22,Monday,National Elections,Special Non-working Holiday,philippines
12-Jun-22,Sunday,Independence Day,Regular Holiday,philippines
09-Jul-22,Saturday,Eid al-Adha,Regular Holiday,philippines
21-Aug-22,Sunday,Ninoy Aquino Day,Special Non-working Holiday,philippines
29-Aug-22,Monday,National Heroes Day,Regular Holiday,philippines
31-Oct-22,Monday,Reformation Day,Special Non-working Holiday,philippines
01-Nov-22,Tuesday,All Saints' Day,Special Non-working Holiday,philippines
30-Nov-22,Wednesday,Bonifacio Day,Regular Holiday,philippines
08-Dec-22,Thursday,Feast of the Immaculate Conception,Special Non-working Holiday,philippines
25-Dec-22,Sunday,Christmas Day,Regular Holiday,philippines
26-Dec-22,Monday,Special Day after Christmas,Special Non-working Holiday,philippines
30-Dec-22,Friday,Rizal Day,Regular Holiday,philippines
01-Jan-22,Saturday,New Year's Day,National Holiday,poland
06-Jan-22,Thursday,Epiphany,National Holiday,poland
17-Apr-22,Sunday,Easter Sunday,National Holiday,poland
18-Apr-22,Monday,Easter Monday,National Holiday,poland
01-May-22,Sunday,Labor Day,National Holiday,poland
03-May-22,Tuesday,Constitution Day,National Holiday,poland
05-Jun-22,Sunday,Whit Sunday,National Holiday,poland
16-Jun-22,Thursday,Corpus Christi,National Holiday,poland
15-Aug-22,Monday,Assumption of Mary,National Holiday,poland
01-Nov-22,Tuesday,All Saints' Day,National Holiday,poland
11-Nov-22,Friday,Independence Day,National Holiday,poland
25-Dec-22,Sunday,Christmas Day,National Holiday,poland
26-Dec-22,Monday,Second Day of Christmas,National Holiday,poland
