Date,Day,Name,Type,Country
01-Jan-30,Tuesday,New Year's Day,National Holiday,australia
26-Jan-30,Saturday,Australia Day,National Holiday,australia
19-Apr-30,Friday,Good Friday,National Holiday,australia
22-Apr-30,Monday,Easter Monday,National Holiday,australia
25-Apr-30,Thursday,ANZAC Day,National Holiday,australia
25-Dec-30,Wednesday,Christmas Day,National Holiday,australia
26-Dec-30,Thursday,Boxing Day,National Holiday,australia
01-Jan-30,Tuesday,New Year's Day,National Holiday,brazil
04-Mar-30,Monday,Carnival Monday,Government Holiday,brazil
05-Mar-30,Tuesday,Carnival Tuesday,Government Holiday,brazil
06-Mar-30,Wednesday,Carnival end (until 2pm),Government Holiday,brazil
19-Apr-30,Friday,Good Friday,National Holiday,brazil
21-Apr-30,Sunday,Tiradentes Day,National Holiday,brazil
01-May-30,Wednesday,Labor Day,National Holiday,brazil
20-Jun-30,Thursday,Corpus Christi,Government Holiday,brazil
07-Sep-30,Saturday,Independence Day,National Holiday,brazil
12-Oct-30,Saturday,Our Lady of Aparecida / Children's Day,National Holiday,brazil
28-Oct-30,Monday,Public Service Holiday,Government Holiday,brazil
02-Nov-30,Saturday,All Souls' Day,National Holiday,brazil
15-Nov-30,Friday,Republic Proclamation Day,National Holiday,brazil
20-Nov-30,Wednesday,Black Awareness Day,National Holiday,brazil
24-Dec-30,Tuesday,Christmas Eve (from 2pm),Government Holiday,brazil
25-Dec-30,Wednesday,Christmas Day,National Holiday,brazil
31-Dec-30,Tuesday,New Year's Eve (from 2pm),Government Holiday,brazil
01-Jan-30,Tuesday,New Year's Day,National Holiday,bulgaria
03-Mar-30,Sunday,Liberation Day,National Holiday,bulgaria
04-Mar-30,Monday,Day off for Liberation Day,National Holiday,bulgaria
26-Apr-30,Friday,Good Friday,National Holiday,bulgaria
27-Apr-30,Saturday,Holy Saturday,National Holiday,bulgaria
28-Apr-30,Sunday,Easter Sunday,National Holiday,bulgaria
29-Apr-30,Monday,Easter Monday,National Holiday,bulgaria
01-May-30,Wednesday,Labor Day,National Holiday,bulgaria
06-May-30,Monday,St. George's Day,National Holiday,bulgaria
24-May-30,Friday,Culture and Literacy Day,National Holiday,bulgaria
06-Sep-30,Friday,Unification Day,National Holiday,bulgaria
22-Sep-30,Sunday,Independence Day,National Holiday,bulgaria
23-Sep-30,Monday,Day off for Independence Day,National Holiday,bulgaria
24-Dec-30,Tuesday,Christmas Eve,National Holiday,bulgaria
25-Dec-30,Wednesday,Christmas Day,National Holiday,bulgaria
26-Dec-30,Thursday,Second day of Christmas,National Holiday,bulgaria
01-Jan-30,Tuesday,New Year's Day,Statutory Holiday,canada
19-Apr-30,Friday,Good Friday,Statutory Holiday,canada
22-Apr-30,Monday,Easter Monday,Statutory Holiday,canada
20-May-30,Monday,Victoria Day,Statutory Holiday,canada
01-Jul-30,Monday,Canada Day,Statutory Holiday,canada
02-Sep-30,Monday,Labour Day,Statutory Holiday,canada
30-Sep-30,Monday,National Day for Truth and Reconciliation,Federal Employees Holiday,canada
14-Oct-30,Monday,Thanksgiving Day,Statutory Holiday,canada
11-Nov-30,Monday,Remembrance Day,Statutory Holiday,canada
25-Dec-30,Wednesday,Christmas Day,Statutory Holiday,canada
26-Dec-30,Thursday,Boxing Day,Statutory Holiday,canada
