Date,Day,Name,Type,Country
01-Jan-27,Friday,New Year's Day,Public Holiday,netherlands
26-Mar-27,Friday,Good Friday,Public Holiday,netherlands
28-Mar-27,Sunday,Easter Sunday,Public Holiday,netherlands
29-Mar-27,Monday,Easter Monday,Public Holiday,netherlands
27-Apr-27,Tuesday,King's Birthday,Public Holiday,netherlands
06-May-27,Thursday,Ascension Day,Public Holiday,netherlands
16-May-27,Sunday,Whit Sunday,Public Holiday,netherlands
17-May-27,Monday,Whit Monday,Public Holiday,netherlands
25-Dec-27,Saturday,Christmas Day,Public Holiday,netherlands
26-Dec-27,Sunday,Second Day of Christmas,Public Holiday,netherlands
01-May-27,Saturday,Labor Day,"National Holiday, Flag Day",norway
17-May-27,Monday,17 May Constitution Day (1814),"National Holiday, Flag Day",norway
01-Jan-27,Friday,New Year's Day,Regular Holiday,philippines
06-Feb-27,Saturday,Lunar New Year's Day,Special Non-working Holiday,philippines
10-Mar-27,Wednesday,Eid al-Fitr (Tentative Date),Regular Holiday,philippines
25-Mar-27,Thursday,Maundy Thursday,Regular Holiday,philippines
26-Mar-27,Friday,Good Friday,Regular Holiday,philippines
27-Mar-27,Saturday,Black Saturday,Special Non-working Holiday,philippines
09-Apr-27,Friday,The Day of Valor,Regular Holiday,philippines
01-May-27,Saturday,Labor Day,Regular Holiday,philippines
17-May-27,Monday,Eid al-Adha (Tentative Date),Regular Holiday,philippines
12-Jun-27,Saturday,Independence Day,Regular Holiday,philippines
21-Aug-27,Saturday,Ninoy Aquino Day,Special Non-working Holiday,philippines
30-Aug-27,Monday,National Heroes Day,Regular Holiday,philippines
01-Nov-27,Monday,All Saints' Day,Special Non-working Holiday,philippines
02-Nov-27,Tuesday,All Souls' Day,Special Non-working Holiday,philippines
30-Nov-27,Tuesday,Bonifacio Day,Regular Holiday,philippines
08-Dec-27,Wednesday,Feast of the Immaculate Conception,Special Non-working Holiday,philippines
24-Dec-27,Friday,Christmas Eve,Special Non-working Holiday,philippines
25-Dec-27,Saturday,Christmas Day,Regular Holiday,philippines
30-Dec-27,Thursday,Rizal Day,Regular Holiday,philippines
31-Dec-27,Friday,New Year's Eve,Special Non-working Holiday,philippines
01-Jan-27,Friday,New Year's Day,National Holiday,poland
06-Jan-27,Wednesday,Epiphany,National Holiday,poland
28-Mar-27,Sunday,Easter Sunday,National Holiday,poland
29-Mar-27,Monday,Easter Monday,National Holiday,poland
01-May-27,Saturday,Labor Day,National Holiday,poland
03-May-27,Monday,Constitution Day,National Holiday,poland
16-May-27,Sunday,Whit Sunday,National Holiday,poland
27-May-27,Thursday,Corpus Christi,National Holiday,poland
15-Aug-27,Sunday,Assumption of Mary,National Holiday,poland
01-Nov-27,Monday,All Saints' Day,National Holiday,poland
11-Nov-27,Thursday,Independence Day,National Holiday,poland
24-Dec-27,Friday,Christmas Eve,National Holiday,poland
25-Dec-27,Saturday,Christmas Day,National Holiday,poland
26-Dec-27,Sunday,Second Day of Christmas,National Holiday,poland
