Date,Day,Name,Type,Country
01-Jan-24,Monday,New Year's Day,Public Holiday,indonesia
08-Feb-24,Thursday,Ascension of the Prophet Muhammad,Public Holiday,indonesia
09-Feb-24,Friday,Chinese New Year Joint Holiday,Joint Holiday,indonesia
10-Feb-24,Saturday,Chinese New Year's Day,Public Holiday,indonesia
14-Feb-24,Wednesday,Election Day,Public Holiday,indonesia
11-Mar-24,Monday,Bali's Day of Silence and Hindu New Year (Nyepi),Public Holiday,indonesia
12-Mar-24,Tuesday,Joint Holiday for Bali's Day of Silence and Hindu New Year (Nyepi),Joint Holiday,indonesia
29-Mar-24,Friday,Good Friday,Public Holiday,indonesia
31-Mar-24,Sunday,Easter Sunday,Public Holiday,indonesia
08-Apr-24,Monday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
09-Apr-24,Tuesday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
10-Apr-24,Wednesday,Idul Fitri,Public Holiday,indonesia
11-Apr-24,Thursday,Idul Fitri Holiday,Public Holiday,indonesia
12-Apr-24,Friday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
15-Apr-24,Monday,Idul Fitri Joint Holiday,Joint Holiday,indonesia
01-May-24,Wednesday,International Labor Day,Public Holiday,indonesia
09-May-24,Thursday,Ascension Day of Jesus Christ,Public Holiday,indonesia
10-May-24,Friday,Joint Holiday after Ascension Day,Joint Holiday,indonesia
23-May-24,Thursday,Waisak Day (Buddha's Anniversary),Public Holiday,indonesia
24-May-24,Friday,Joint Holiday for Waisak Day,Joint Holiday,indonesia
01-Jun-24,Saturday,Pancasila Day,National Holiday,indonesia
17-Jun-24,Monday,Idul Adha,Public Holiday,indonesia
18-Jun-24,Tuesday,Joint Holiday for Idul Adha,Joint Holiday,indonesia
07-Jul-24,Sunday,Muharram / Islamic New Year,Public Holiday,indonesia
17-Aug-24,Saturday,Indonesian Independence Day,Public Holiday,indonesia
16-Sep-24,Monday,Maulid Nabi Muhammad,Public Holiday,indonesia
25-Dec-24,Wednesday,Christmas Day,Public Holiday,indonesia
26-Dec-24,Thursday,Boxing Day,Joint Holiday,indonesia
27-Feb-24,Tuesday,Municipal Election Day,National Holiday,israel
23-Apr-24,Tuesday,Passover (Day 1),"National Holiday, Hebrew",israel
29-Apr-24,Monday,Passover (Day 7),"National Holiday, Hebrew",israel
14-May-24,Tuesday,Yom HaAtzmaut,"National Holiday, Hebrew",israel
12-Jun-24,Wednesday,Shavuot,"National Holiday, Hebrew",israel
03-Oct-24,Thursday,Rosh Hashana,"National Holiday, Hebrew",israel
04-Oct-24,Friday,Rosh Hashana (Day 2),"National Holiday, Hebrew",israel
12-Oct-24,Saturday,Yom Kippur,"National Holiday, Hebrew",israel
17-Oct-24,Thursday,Sukkot (Day 1),"National Holiday, Hebrew",israel
24-Oct-24,Thursday,Shemini Atzeret / Simchat Torah,"National Holiday, Hebrew",israel
01-Jan-24,Monday,New Year's Day,National Holiday,italy
06-Jan-24,Saturday,Epiphany,National Holiday,italy
31-Mar-24,Sunday,Easter Sunday,National Holiday,italy
01-Apr-24,Monday,Easter Monday,National Holiday,italy
25-Apr-24,Thursday,Liberation Day,National Holiday,italy
01-May-24,Wednesday,Labor Day,National Holiday,italy
02-Jun-24,Sunday,Republic Day,National Holiday,italy
15-Aug-24,Thursday,Assumption of Mary,National Holiday,italy
01-Nov-24,Friday,All Saints' Day,National Holiday,italy
08-Dec-24,Sunday,Feast of the Immaculate Conception,National Holiday,italy
25-Dec-24,Wednesday,Christmas Day,National Holiday,italy
26-Dec-24,Thursday,St. Stephen's Day,National Holiday,italy
01-Jan-24,Monday,New Year's Day,National Holiday,japan
08-Jan-24,Monday,Coming of Age Day,National Holiday,japan
11-Feb-24,Sunday,National Foundation Day,National Holiday,japan
12-Feb-24,Monday,National Foundation Day observed,National Holiday,japan
23-Feb-24,Friday,Emperor's Birthday,National Holiday,japan
20-Mar-24,Wednesday,Spring Equinox,National Holiday,japan
29-Apr-24,Monday,Shōwa Day,National Holiday,japan
03-May-24,Friday,Constitution Memorial Day,National Holiday,japan
04-May-24,Saturday,Greenery Day,National Holiday,japan
05-May-24,Sunday,Children's Day,National Holiday,japan
06-May-24,Monday,Children's Day observed,National Holiday,japan
15-Jul-24,Monday,Sea Day,National Holiday,japan
11-Aug-24,Sunday,Mountain Day,National Holiday,japan
12-Aug-24,Monday,Day off for Mountain Day,National Holiday,japan
16-Sep-24,Monday,Respect for the Aged Day,National Holiday,japan
22-Sep-24,Sunday,Autumn Equinox,National Holiday,japan
23-Sep-24,Monday,Autumn Equinox observed,National Holiday,japan
14-Oct-24,Monday,Sports Day,National Holiday,japan
03-Nov-24,Sunday,Culture Day,National Holiday,japan
04-Nov-24,Monday,Culture Day observed,National Holiday,japan
23-Nov-24,Saturday,Labor Thanksgiving Day,National Holiday,japan
