Date,Day,Name,Type,Country
01-Jan-21,Friday,New Year's Day,Public Holiday,netherlands
02-Apr-21,Friday,Good Friday,Public Holiday,netherlands
04-Apr-21,Sunday,Easter Sunday,Public Holiday,netherlands
05-Apr-21,Monday,Easter Monday,Public Holiday,netherlands
27-Apr-21,Tuesday,King's Birthday,Public Holiday,netherlands
13-May-21,Thursday,Ascension Day,Public Holiday,netherlands
23-May-21,Sunday,Whit Sunday,Public Holiday,netherlands
24-May-21,Monday,Whit Monday,Public Holiday,netherlands
25-Dec-21,Saturday,Christmas Day,Public Holiday,netherlands
26-Dec-21,Sunday,Second Day of Christmas,Public Holiday,netherlands
01-May-21,Saturday,Labor Day,"National Holiday, Flag Day",norway
17-May-21,Monday,17 May Constitution Day (1814),"National Holiday, Flag Day",norway
05-Feb-21,Friday,Kashmir Day,Public Holiday,pakistan
23-Mar-21,Tuesday,Pakistan Day,Public Holiday,pakistan
01-May-21,Saturday,Labour Day,Public Holiday,pakistan
10-May-21,Monday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
11-May-21,Tuesday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
12-May-21,Wednesday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
13-May-21,Thursday,Eid-ul-Fitr,Public Holiday,pakistan
14-May-21,Friday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
15-May-21,Saturday,Eid-ul-Fitr Holiday,Public Holiday,pakistan
20-Jul-21,Tuesday,Eid al-Adha Holiday,Public Holiday,pakistan
21-Jul-21,Wednesday,Eid al-Adha,Public Holiday,pakistan
22-Jul-21,Thursday,Eid al-Adha Holiday,Public Holiday,pakistan
23-Jul-21,Friday,Eid al-Adha Holiday,Public Holiday,pakistan
14-Aug-21,Saturday,Independence Day,Public Holiday,pakistan
18-Aug-21,Wednesday,Ashura,Public Holiday,pakistan
19-Aug-21,Thursday,Ashura Holiday,Public Holiday,pakistan
19-Oct-21,Tuesday,Eid Milad un-Nabi,Public Holiday,pakistan
25-Dec-21,Saturday,Christmas Day,Public Holiday,pakistan
25-Dec-21,Saturday,Quaid-e-Azam Day,Public Holiday,pakistan
01-Jan-21,Friday,New Year's Day,Regular Holiday,philippines
12-Feb-21,Friday,Lunar New Year's Day,Special Non-working Holiday,philippines
25-Feb-21,Thursday,People Power Anniversary,Special Non-working Holiday,philippines
01-Apr-21,Thursday,Maundy Thursday,Regular Holiday,philippines
02-Apr-21,Friday,Good Friday,Regular Holiday,philippines
03-Apr-21,Saturday,Black Saturday,Special Non-working Holiday,philippines
09-Apr-21,Friday,The Day of Valor,Regular Holiday,philippines
01-May-21,Saturday,Labor Day,Regular Holiday,philippines
13-May-21,Thursday,Eid al-Fitr,Regular Holiday,philippines
12-Jun-21,Saturday,Independence Day,Regular Holiday,philippines
20-Jul-21,Tuesday,Eid al-Adha,Regular Holiday,philippines
21-Aug-21,Saturday,Ninoy Aquino Day,Special Non-working Holiday,philippines
30-Aug-21,Monday,National Heroes Day,Regular Holiday,philippines
01-Nov-21,Monday,All Saints' Day,Special Non-working Holiday,philippines
30-Nov-21,Tuesday,Bonifacio Day,Regular Holiday,philippines
08-Dec-21,Wednesday,Feast of the Immaculate Conception,Special Non-working Holiday,philippines
25-Dec-21,Saturday,Christmas Day,Regular Holiday,philippines
30-Dec-21,Thursday,Rizal Day,Regular Holiday,philippines
01-Jan-21,Friday,New Year's Day,National Holiday,poland
06-Jan-21,Wednesday,Epiphany,National Holiday,poland
04-Apr-21,Sunday,Easter Sunday,National Holiday,poland
05-Apr-21,Monday,Easter Monday,National Holiday,poland
01-May-21,Saturday,Labor Day,National Holiday,poland
03-May-21,Monday,Constitution Day,National Holiday,poland
23-May-21,Sunday,Whit Sunday,National Holiday,poland
03-Jun-21,Thursday,Corpus Christi,National Holiday,poland
15-Aug-21,Sunday,Assumption of Mary,National Holiday,poland
01-Nov-21,Monday,All Saints' Day,National Holiday,poland
11-Nov-21,Thursday,Independence Day,National Holiday,poland
25-Dec-21,Saturday,Christmas Day,National Holiday,poland
26-Dec-21,Sunday,Second Day of Christmas,National Holiday,poland
