Date,Day,Name,Type,Country
01-Jan-27,Friday,New Year's Day,National Holiday,ireland
01-Feb-27,Monday,St. Brigid’s Day,National Holiday,ireland
17-Mar-27,Wednesday,St. Patrick's Day,National Holiday,ireland
29-Mar-27,Monday,Easter Monday,National Holiday,ireland
03-May-27,Monday,May Day,National Holiday,ireland
07-Jun-27,Monday,June Bank Holiday,National Holiday,ireland
02-Aug-27,Monday,August Bank Holiday,National Holiday,ireland
25-Oct-27,Monday,October Bank Holiday,National Holiday,ireland
25-Dec-27,Saturday,Christmas Day,National Holiday,ireland
26-Dec-27,Sunday,St. Stephen's Day,National Holiday,ireland
01-Jan-27,Friday,New Year's Day,National Holiday,iceland
25-Mar-27,Thursday,Maundy Thursday,National Holiday,iceland
26-Mar-27,Friday,Good Friday,National Holiday,iceland
28-Mar-27,Sunday,Easter Sunday,National Holiday,iceland
29-Mar-27,Monday,Easter Monday,National Holiday,iceland
22-Apr-27,Thursday,First Day of Summer,National Holiday,iceland
01-May-27,Saturday,Labour Day,National Holiday,iceland
06-May-27,Thursday,Ascension Day,National Holiday,iceland
16-May-27,Sunday,Whit Sunday,National Holiday,iceland
17-May-27,Monday,Whit Monday,National Holiday,iceland
17-Jun-27,Thursday,Icelandic Republic Day,National Holiday,iceland
02-Aug-27,Monday,Commerce Day,National Holiday,iceland
25-Dec-27,Saturday,Christmas Day,National Holiday,iceland
26-Dec-27,Sunday,Second Day of Christmas,National Holiday,iceland
01-Jan-27,Friday,New Year's Day,Federal Holiday,us
18-Jan-27,Monday,Martin Luther King Jr. Day,Federal Holiday,us
15-Feb-27,Monday,Presidents’ Day,Federal Holiday,us
31-May-27,Monday,Memorial Day,Federal Holiday,us
18-Jun-27,Friday,Juneteenth (substitute),Federal Holiday,us
19-Jun-27,Saturday,Juneteenth,Federal Holiday,us
04-Jul-27,Sunday,Independence Day,Federal Holiday,us
05-Jul-27,Monday,Independence Day (substitute),Federal Holiday,us
06-Sep-27,Monday,Labor Day,Federal Holiday,us
11-Oct-27,Monday,Columbus Day,Federal Holiday,us
11-Nov-27,Thursday,Veterans Day,Federal Holiday,us
25-Nov-27,Thursday,Thanksgiving Day,Federal Holiday,us
24-Dec-27,Friday,Christmas Day (substitute),Federal Holiday,us
25-Dec-27,Saturday,Christmas Day,Federal Holiday,us
31-Dec-27,Friday,New Year's Day (substitute),Federal Holiday,us
