Date,Day,Name,Type,Country
01-Jan-31,Wednesday,New Year's Day,National Holiday,china
22-Jan-31,Wednesday,Spring Festival Eve,National Holiday,china
23-Jan-31,Thursday,Chinese New Year,National Holiday,china
24-Jan-31,Friday,Spring Festival Holiday,National Holiday,china
25-Jan-31,Saturday,Spring Festival Holiday,National Holiday,china
26-Jan-31,Sunday,Spring Festival Holiday,National Holiday,china
27-Jan-31,Monday,Spring Festival Holiday,National Holiday,china
28-Jan-31,Tuesday,Spring Festival Holiday,National Holiday,china
05-Apr-31,Saturday,Qing Ming Jie,National Holiday,china
01-May-31,Thursday,Labour Day,National Holiday,china
24-Jun-31,Tuesday,Dragon Boat Festival,National Holiday,china
01-Oct-31,Wednesday,National Day,National Holiday,china
01-Oct-31,Wednesday,Mid-Autumn Festival,National Holiday,china
02-Oct-31,Thursday,National Day Holiday,National Holiday,china
03-Oct-31,Friday,National Day Holiday,National Holiday,china
04-Oct-31,Saturday,National Day Holiday,National Holiday,china
05-Oct-31,Sunday,National Day Holiday,National Holiday,china
06-Oct-31,Monday,National Day Golden Week holiday,National Holiday,china
01-Jan-31,Wednesday,New Year's Day,National Holiday,czech
01-Jan-31,Wednesday,Restoration of the Czech Independence Day,National Holiday,czech
11-Apr-31,Friday,Good Friday,National Holiday,czech
14-Apr-31,Monday,Easter Monday,National Holiday,czech
01-May-31,Thursday,Labor Day,National Holiday,czech
08-May-31,Thursday,Victory in Europe Day,National Holiday,czech
05-Jul-31,Saturday,Day of Saints Cyril and Methodius,National Holiday,czech
06-Jul-31,Sunday,Jan Hus Day,National Holiday,czech
28-Sep-31,Sunday,St. Wenceslas Day,National Holiday,czech
28-Oct-31,Tuesday,Independent Czechoslovak State Day,National Holiday,czech
17-Nov-31,Monday,Struggle for Freedom and Democracy Day,National Holiday,czech
24-Dec-31,Wednesday,Christmas Eve,National Holiday,czech
25-Dec-31,Thursday,Christmas Day,National Holiday,czech
26-Dec-31,Friday,St. Stephen's Day,National Holiday,czech
01-Jan-31,Wednesday,New Year's Day,National Holiday,denmark
10-Apr-31,Thursday,Maundy Thursday,National Holiday,denmark
11-Apr-31,Friday,Good Friday,National Holiday,denmark
13-Apr-31,Sunday,Easter Sunday,National Holiday,denmark
14-Apr-31,Monday,Easter Monday,National Holiday,denmark
22-May-31,Thursday,Ascension Day,National Holiday,denmark
01-Jun-31,Sunday,Whit Sunday,National Holiday,denmark
02-Jun-31,Monday,Whit Monday,National Holiday,denmark
25-Dec-31,Thursday,Christmas Day,National Holiday,denmark
26-Dec-31,Friday,2nd Christmas Day,National Holiday,denmark
01-Jan-31,Wednesday,New Year's Day,National Holiday,finland
06-Jan-31,Monday,Epiphany,National Holiday,finland
11-Apr-31,Friday,Good Friday,National Holiday,finland
14-Apr-31,Monday,Easter Monday,National Holiday,finland
01-May-31,Thursday,May Day,National Holiday,finland
22-May-31,Thursday,Ascension Day,National Holiday,finland
21-Jun-31,Saturday,Midsummer,National Holiday,finland
01-Nov-31,Saturday,All Saints' Day,National Holiday,finland
06-Dec-31,Saturday,Independence Day,National Holiday,finland
25-Dec-31,Thursday,Christmas Day,National Holiday,finland
26-Dec-31,Friday,Boxing Day,National Holiday,finland
01-Jan-31,Wednesday,New Year's Day,National Holiday,france
14-Apr-31,Monday,Easter Monday,National Holiday,france
01-May-31,Thursday,Labor Day,National Holiday,france
08-May-31,Thursday,WWII Victory Day,National Holiday,france
22-May-31,Thursday,Ascension Day,National Holiday,france
02-Jun-31,Monday,Whit Monday,National Holiday,france
14-Jul-31,Monday,Bastille Day,National Holiday,france
15-Aug-31,Friday,Assumption of Mary,National Holiday,france
01-Nov-31,Saturday,All Saints' Day,National Holiday,france
11-Nov-31,Tuesday,Armistice Day,National Holiday,france
25-Dec-31,Thursday,Christmas Day,National Holiday,france
