Date,Day,Name,Type,Country
23-Feb-26,Monday,Clean Monday,Government Holiday,greece
10-Apr-26,Friday,Orthodox Good Friday,Government Holiday,greece
01-Jan-26,Thursday,New Year's Day,National Holiday,germany
03-Apr-26,Friday,Good Friday,"National Holiday, Christian",germany
06-Apr-26,Monday,Easter Monday,"National Holiday, Christian",germany
01-May-26,Friday,May Day,National Holiday,germany
14-May-26,Thursday,Ascension Day,"National Holiday, Christian",germany
25-May-26,Monday,Whit Monday,"National Holiday, Christian",germany
03-Oct-26,Saturday,Day of German Unity,National Holiday,germany
25-Dec-26,Friday,Christmas Day,"National Holiday, Christian",germany
26-Dec-26,Saturday,Boxing Day,"National Holiday, Christian",germany
01-Jan-26,Thursday,New Year's Day,National Holiday,hong-kong
17-Feb-26,Tuesday,Lunar New Year's Day,National Holiday,hong-kong
18-Feb-26,Wednesday,Second Day of Lunar New Year,National Holiday,hong-kong
19-Feb-26,Thursday,Third Day of Lunar New Year,National Holiday,hong-kong
03-Apr-26,Friday,Good Friday,National Holiday,hong-kong
04-Apr-26,Saturday,Holy Saturday,National Holiday,hong-kong
05-Apr-26,Sunday,Tomb Sweeping Day,National Holiday,hong-kong
06-Apr-26,Monday,Day off for Tomb Sweeping Day,National Holiday,hong-kong
06-Apr-26,Monday,Easter Monday,National Holiday,hong-kong
07-Apr-26,Tuesday,Day off for Easter Monday,National Holiday,hong-kong
01-May-26,Friday,Labour Day,National Holiday,hong-kong
24-May-26,Sunday,Buddha's Birthday,National Holiday,hong-kong
25-May-26,Monday,Day following Buddha's Birthday,National Holiday,hong-kong
19-Jun-26,Friday,Dragon Boat Festival,National Holiday,hong-kong
01-Jul-26,Wednesday,Hong Kong Special Administrative Region Establishment Day,National Holiday,hong-kong
26-Sep-26,Saturday,Day after Mid-Autumn Festival,National Holiday,hong-kong
01-Oct-26,Thursday,National Day,National Holiday,hong-kong
18-Oct-26,Sunday,Chung Yeung Festival,National Holiday,hong-kong
19-Oct-26,Monday,Day off for Chung Yeung Festival,National Holiday,hong-kong
25-Dec-26,Friday,Christmas Day,National Holiday,hong-kong
26-Dec-26,Saturday,First Weekday After Christmas Day,National Holiday,hong-kong
01-Jan-26,Thursday,New Year's Day,National Holiday,hungary
02-Jan-26,Friday,New Year Holiday,National Holiday,hungary
15-Mar-26,Sunday,1848 Revolution Memorial Day,National Holiday,hungary
03-Apr-26,Friday,Good Friday,National Holiday,hungary
06-Apr-26,Monday,Easter Monday,National Holiday,hungary
01-May-26,Friday,Labor Day,National Holiday,hungary
25-May-26,Monday,Whit Monday,National Holiday,hungary
20-Aug-26,Thursday,National Day,National Holiday,hungary
21-Aug-26,Friday,National Day Holiday,National Holiday,hungary
23-Oct-26,Friday,1956 Revolution Memorial Day,National Holiday,hungary
01-Nov-26,Sunday,All Saints' Day,National Holiday,hungary
24-Dec-26,Thursday,Christmas Eve,National Holiday,hungary
25-Dec-26,Friday,Christmas Day,National Holiday,hungary
26-Dec-26,Saturday,Second Day of Christmas,National Holiday,hungary
26-Jan-26,Monday,Republic Day,Gazetted Holiday,india
04-Mar-26,Wednesday,Holi,Gazetted Holiday,india
21-Mar-26,Saturday,Ramzan Id,Gazetted Holiday,india
26-Mar-26,Thursday,Rama Navami,Gazetted Holiday,india
31-Mar-26,Tuesday,Mahavir Jayanti,Gazetted Holiday,india
03-Apr-26,Friday,Good Friday,Gazetted Holiday,india
01-May-26,Friday,Buddha Purnima,Gazetted Holiday,india
27-May-26,Wednesday,Bakrid (Tentative Date),Gazetted Holiday,india
26-Jun-26,Friday,Muharram/Ashura (Tentative Date),Gazetted Holiday,india
15-Aug-26,Saturday,Independence Day,Gazetted Holiday,india
26-Aug-26,Wednesday,Milad un-Nabi (Tentative Date),Gazetted Holiday,india
04-Sep-26,Friday,Janmashtami,Gazetted Holiday,india
02-Oct-26,Friday,Mahatma Gandhi Jayanti,Gazetted Holiday,india
20-Oct-26,Tuesday,Dussehra,Gazetted Holiday,india
08-Nov-26,Sunday,Diwali/Deepavali,Gazetted Holiday,india
24-Nov-26,Tuesday,Guru Nanak Jayanti,Gazetted Holiday,india
25-Dec-26,Friday,Christmas,Gazetted Holiday,india
