Date,Day,Name,Type,Country
01-Jan-21,Friday,New Year,Public Holiday,north-korea
08-Feb-21,Monday,Chosun People's Army Foundation Day,Public Holiday,north-korea
12-Feb-21,Friday,Seollal,Public Holiday,north-korea
16-Feb-21,Tuesday,Birth date of Kim Jong Il,Public Holiday,north-korea
26-Feb-21,Friday,Cheongwoldaeboreum,Public Holiday,north-korea
08-Mar-21,Monday,International Women's Day,Public Holiday,north-korea
15-Apr-21,Thursday,Birth Date of Kim Il Sung,Public Holiday,north-korea
01-May-21,Saturday,May Day,Public Holiday,north-korea
06-Jun-21,Sunday,Chosun Children's Union Foundation Day,Public Holiday,north-korea
27-Jul-21,Tuesday,Day of Victory in the Fatherland Liberation War,Public Holiday,north-korea
15-Aug-21,Sunday,Liberation Day,Public Holiday,north-korea
25-Aug-21,Wednesday,Day of Songun,Public Holiday,north-korea
09-Sep-21,Thursday,National Day,Public Holiday,north-korea
21-Sep-21,Tuesday,Chuseok Harvest Festival,Public Holiday,north-korea
10-Oct-21,Sunday,Party Foundation Day,Public Holiday,north-korea
16-Nov-21,Tuesday,Mother's Day,Public Holiday,north-korea
27-Dec-21,Monday,Constitution Day,Public Holiday,north-korea
01-Jan-21,Friday,New Year's Day,Public Holiday,south-korea
12-Feb-21,Friday,Seollal Holiday,Public Holiday,south-korea
12-Feb-21,Friday,Seollal,Public Holiday,south-korea
13-Feb-21,Saturday,Seollal Holiday,Public Holiday,south-korea
01-Mar-21,Monday,Independence Movement Day,National Holiday,south-korea
05-May-21,Wednesday,Children's Day,Public Holiday,south-korea
19-May-21,Wednesday,Buddha’s Birthday,Public Holiday,south-korea
06-Jun-21,Sunday,Memorial Day,Public Holiday,south-korea
15-Aug-21,Sunday,Liberation Day,National Holiday,south-korea
16-Aug-21,Monday,Day off for Liberation Day,National Holiday,south-korea
20-Sep-21,Monday,Chuseok Holiday,Public Holiday,south-korea
21-Sep-21,Tuesday,Chuseok,Public Holiday,south-korea
22-Sep-21,Wednesday,Chuseok Holiday,Public Holiday,south-korea
03-Oct-21,Sunday,National Foundation Day,National Holiday,south-korea
04-Oct-21,Monday,Day off for National Foundation Day,National Holiday,south-korea
09-Oct-21,Saturday,Hangeul Proclamation Day,National Holiday,south-korea
11-Oct-21,Monday,Day off for Hangeul Proclamation Day,National Holiday,south-korea
25-Dec-21,Saturday,Christmas Day,Public Holiday,south-korea
12-Feb-21,Friday,Chinese New Year's Day,Federal Public Holiday,malaysia
13-Feb-21,Saturday,Second Day of Chinese New Year,Federal Public Holiday,malaysia
01-May-21,Saturday,Labour Day,Federal Public Holiday,malaysia
13-May-21,Thursday,Hari Raya Puasa,Federal Public Holiday,malaysia
14-May-21,Friday,Hari Raya Puasa Holiday Day 2,Federal Public Holiday,malaysia
26-May-21,Wednesday,Wesak Day,Federal Public Holiday,malaysia
07-Jun-21,Monday,The Yang di-Pertuan Agong's Birthday,Federal Public Holiday,malaysia
20-Jul-21,Tuesday,Hari Raya Haji,Federal Public Holiday,malaysia
20-Jul-21,Tuesday,Hari Raya Haji holiday,Federal Public Holiday,malaysia
10-Aug-21,Tuesday,Muharram,Federal Public Holiday,malaysia
31-Aug-21,Tuesday,Malaysia's National Day,Federal Public Holiday,malaysia
16-Sep-21,Thursday,Malaysia Day,Federal Public Holiday,malaysia
19-Oct-21,Tuesday,The Prophet Muhammad's Birthday,Federal Public Holiday,malaysia
25-Dec-21,Saturday,Christmas Day,Federal Public Holiday,malaysia
01-Jan-21,Friday,New Year,Public Holiday,mongolia
12-Feb-21,Friday,Tsagaan Sar,Public Holiday,mongolia
13-Feb-21,Saturday,Tsagaan Sar Holiday,Public Holiday,mongolia
14-Feb-21,Sunday,Tsagaan Sar Holiday,Public Holiday,mongolia
08-Mar-21,Monday,International Women's Day,Public Holiday,mongolia
26-May-21,Wednesday,Great Buddha Day,Public Holiday,mongolia
01-Jun-21,Tuesday,Children's Day,Public Holiday,mongolia
09-Jun-21,Wednesday,Election Day,Public Holiday,mongolia
11-Jul-21,Sunday,Naadam Holiday (National Day),Public Holiday,mongolia
12-Jul-21,Monday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
13-Jul-21,Tuesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
14-Jul-21,Wednesday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
15-Jul-21,Thursday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
16-Jul-21,Friday,Naadam Holiday (National Day Holiday),Public Holiday,mongolia
05-Nov-21,Friday,Genghis Khan Day,Public Holiday,mongolia
26-Nov-21,Friday,Republic Day,Public Holiday,mongolia
29-Dec-21,Wednesday,Independence Day,Public Holiday,mongolia
22-Jul-21,Thursday,Eid al-Adha Holiday,Government Holiday,morocco
