Date,Day,Name,Type,Country
01-Jan-22,Saturday,New Year's Day,National Holiday,ireland
03-Jan-22,Monday,Day off for New Year's Day,National Holiday,ireland
17-Mar-22,Thursday,St. Patrick's Day,National Holiday,ireland
18-Mar-22,Friday,Public Holiday,National Holiday,ireland
18-Apr-22,Monday,Easter Monday,National Holiday,ireland
02-May-22,Monday,May Day,National Holiday,ireland
06-Jun-22,Monday,June Bank Holiday,National Holiday,ireland
01-Aug-22,Monday,August Bank Holiday,National Holiday,ireland
31-Oct-22,Monday,October Bank Holiday,National Holiday,ireland
25-Dec-22,Sunday,Christmas Day,National Holiday,ireland
26-Dec-22,Monday,St. Stephen's Day,National Holiday,ireland
01-Jan-22,Saturday,New Year's Day,National Holiday,iceland
14-Apr-22,Thursday,Maundy Thursday,National Holiday,iceland
15-Apr-22,Friday,Good Friday,National Holiday,iceland
17-Apr-22,Sunday,Easter Sunday,National Holiday,iceland
18-Apr-22,Monday,Easter Monday,National Holiday,iceland
21-Apr-22,Thursday,First Day of Summer,National Holiday,iceland
01-May-22,Sunday,Labour Day,National Holiday,iceland
26-May-22,Thursday,Ascension Day,National Holiday,iceland
05-Jun-22,Sunday,Whit Sunday,National Holiday,iceland
06-Jun-22,Monday,Whit Monday,National Holiday,iceland
17-Jun-22,Friday,Icelandic Republic Day,National Holiday,iceland
01-Aug-22,Monday,Commerce Day,National Holiday,iceland
25-Dec-22,Sunday,Christmas Day,National Holiday,iceland
26-Dec-22,Monday,Second Day of Christmas,National Holiday,iceland
01-Jan-22,Saturday,New Year's Day,Federal Holiday,us
17-Jan-22,Monday,Martin Luther King Jr. Day,Federal Holiday,us
21-Feb-22,Monday,Presidents’ Day,Federal Holiday,us
30-May-22,Monday,Memorial Day,Federal Holiday,us
19-Jun-22,Sunday,Juneteenth,Federal Holiday,us
20-Jun-22,Monday,Juneteenth (substitute),Federal Holiday,us
04-Jul-22,Monday,Independence Day,Federal Holiday,us
05-Sep-22,Monday,Labor Day,Federal Holiday,us
10-Oct-22,Monday,Columbus Day,Federal Holiday,us
11-Nov-22,Friday,Veterans Day,Federal Holiday,us
24-Nov-22,Thursday,Thanksgiving Day,Federal Holiday,us
25-Dec-22,Sunday,Christmas Day,Federal Holiday,us
26-Dec-22,Monday,Christmas Day (substitute),Federal Holiday,us
