Date,Day,Name,Type,Country
07-Mar-22,Monday,Clean Monday,Government Holiday,greece
22-Apr-22,Friday,Orthodox Good Friday,Government Holiday,greece
01-Jan-22,Saturday,New Year's Day,National Holiday,germany
15-Apr-22,Friday,Good Friday,"National Holiday, Christian",germany
18-Apr-22,Monday,Easter Monday,"National Holiday, Christian",germany
01-May-22,Sunday,May Day,National Holiday,germany
26-May-22,Thursday,Ascension Day,"National Holiday, Christian",germany
06-Jun-22,Monday,Whit Monday,"National Holiday, Christian",germany
03-Oct-22,Monday,Day of German Unity,National Holiday,germany
25-Dec-22,Sunday,Christmas Day,"National Holiday, Christian",germany
26-Dec-22,Monday,Boxing Day,"National Holiday, Christian",germany
01-Jan-22,Saturday,New Year's Day,National Holiday,hong-kong
01-Feb-22,Tuesday,Lunar New Year's Day,National Holiday,hong-kong
02-Feb-22,Wednesday,Second Day of Lunar New Year,National Holiday,hong-kong
03-Feb-22,Thursday,Third Day of Lunar New Year,National Holiday,hong-kong
05-Apr-22,Tuesday,Tomb Sweeping Day,National Holiday,hong-kong
15-Apr-22,Friday,Good Friday,National Holiday,hong-kong
16-Apr-22,Saturday,Holy Saturday,National Holiday,hong-kong
18-Apr-22,Monday,Easter Monday,National Holiday,hong-kong
01-May-22,Sunday,Labour Day,National Holiday,hong-kong
02-May-22,Monday,Labour Day observed,National Holiday,hong-kong
08-May-22,Sunday,Buddha's Birthday,National Holiday,hong-kong
09-May-22,Monday,Day following Buddha's Birthday,National Holiday,hong-kong
03-Jun-22,Friday,Dragon Boat Festival,National Holiday,hong-kong
01-Jul-22,Friday,Hong Kong Special Administrative Region Establishment Day,National Holiday,hong-kong
12-Sep-22,Monday,Day after Mid-Autumn Festival,National Holiday,hong-kong
01-Oct-22,Saturday,National Day,National Holiday,hong-kong
04-Oct-22,Tuesday,Chung Yeung Festival,National Holiday,hong-kong
26-Dec-22,Monday,First Weekday After Christmas Day,National Holiday,hong-kong
27-Dec-22,Tuesday,Second Weekday After Christmas Day,National Holiday,hong-kong
01-Jan-22,Saturday,New Year's Day,National Holiday,hungary
14-Mar-22,Monday,1848 Revolution Memorial Day (Extra holiday),National Holiday,hungary
15-Mar-22,Tuesday,1848 Revolution Memorial Day,National Holiday,hungary
15-Apr-22,Friday,Good Friday,National Holiday,hungary
18-Apr-22,Monday,Easter Monday,National Holiday,hungary
01-May-22,Sunday,Labor Day,National Holiday,hungary
06-Jun-22,Monday,Whit Monday,National Holiday,hungary
20-Aug-22,Saturday,National Day,National Holiday,hungary
23-Oct-22,Sunday,1956 Revolution Memorial Day,National Holiday,hungary
31-Oct-22,Monday,All Saints' Day Holiday,National Holiday,hungary
01-Nov-22,Tuesday,All Saints' Day,National Holiday,hungary
25-Dec-22,Sunday,Christmas Day,National Holiday,hungary
26-Dec-22,Monday,Second Day of Christmas,National Holiday,hungary
26-Jan-22,Wednesday,Republic Day,Gazetted Holiday,india
01-Mar-22,Tuesday,Maha Shivaratri,Gazetted Holiday,india
18-Mar-22,Friday,Holi,Gazetted Holiday,india
14-Apr-22,Thursday,Mahavir Jayanti,Gazetted Holiday,india
15-Apr-22,Friday,Good Friday,Gazetted Holiday,india
03-May-22,Tuesday,Ramzan Id,Gazetted Holiday,india
16-May-22,Monday,Buddha Purnima,Gazetted Holiday,india
10-Jul-22,Sunday,Bakrid,Gazetted Holiday,india
09-Aug-22,Tuesday,Muharram/Ashura,Gazetted Holiday,india
15-Aug-22,Monday,Independence Day,Gazetted Holiday,india
19-Aug-22,Friday,Janmashtami,Gazetted Holiday,india
02-Oct-22,Sunday,Mahatma Gandhi Jayanti,Gazetted Holiday,india
05-Oct-22,Wednesday,Dussehra,Gazetted Holiday,india
09-Oct-22,Sunday,Milad un-Nabi,Gazetted Holiday,india
24-Oct-22,Monday,Diwali/Deepavali,Gazetted Holiday,india
08-Nov-22,Tuesday,Guru Nanak Jayanti,Gazetted Holiday,india
25-Dec-22,Sunday,Christmas,Gazetted Holiday,india
