Date,Day,Name,Type,Country
01-Jan-23,Sunday,New Year's Day,National Holiday,belgium
10-Apr-23,Monday,Easter Monday,National Holiday,belgium
01-May-23,Monday,Labor Day,National Holiday,belgium
18-May-23,Thursday,Ascension Day,National Holiday,belgium
29-May-23,Monday,Whit Monday,National Holiday,belgium
21-Jul-23,Friday,Belgian National Day,National Holiday,belgium
15-Aug-23,Tuesday,Assumption of Mary,National Holiday,belgium
01-Nov-23,Wednesday,All Saints' Day,National Holiday,belgium
11-Nov-23,Saturday,Armistice Day,National Holiday,belgium
25-Dec-23,Monday,Christmas Day,National Holiday,belgium
01-Jan-23,Sunday,New Year's Day,National Holiday,luxembourg
10-Apr-23,Monday,Easter Monday,National Holiday,luxembourg
01-May-23,Monday,Labor Day,National Holiday,luxembourg
09-May-23,Tuesday,Europe Day,National Holiday,luxembourg
18-May-23,Thursday,Ascension Day,National Holiday,luxembourg
29-May-23,Monday,Whit Monday,National Holiday,luxembourg
23-Jun-23,Friday,National Day,National Holiday,luxembourg
15-Aug-23,Tuesday,Assumption of Mary,National Holiday,luxembourg
01-Nov-23,Wednesday,All Saints' Day,National Holiday,luxembourg
25-Dec-23,Monday,Christmas Day,National Holiday,luxembourg
26-Dec-23,Tuesday,St Stephen's Day,National Holiday,luxembourg
01-Jan-23,Sunday,New Year's Day,National Holiday,chile
02-Jan-23,Monday,Day off for New Year's Day,National Holiday,chile
07-Apr-23,Friday,Good Friday,"National Holiday, Christian",chile
08-Apr-23,Saturday,Holy Saturday,"National Holiday, Christian",chile
01-May-23,Monday,Labor Day,National Holiday,chile
07-May-23,Sunday,Constitutional Council Elections,National Holiday,chile
21-May-23,Sunday,Navy Day,National Holiday,chile
21-Jun-23,Wednesday,National Day of Indigenous Peoples,National Holiday,chile
26-Jun-23,Monday,Saint Peter and Saint Paul,National Holiday,chile
16-Jul-23,Sunday,Our Lady of Mount Carmel,National Holiday,chile
15-Aug-23,Tuesday,Assumption of Mary,National Holiday,chile
18-Sep-23,Monday,National Day,National Holiday,chile
19-Sep-23,Tuesday,Army Day,National Holiday,chile
09-Oct-23,Monday,Day of the Discovery of Two Worlds,National Holiday,chile
27-Oct-23,Friday,Reformation Day,National Holiday,chile
01-Nov-23,Wednesday,All Saints' Day,National Holiday,chile
08-Dec-23,Friday,Inmaculate Conception Day,National Holiday,chile
25-Dec-23,Monday,Christmas Day,"National Holiday, Christian",chile
01-Jan-23,Sunday,New Year's Day,National Holiday,paraguay
27-Feb-23,Monday,Heroes' Day,National Holiday,paraguay
06-Apr-23,Thursday,Maundy Thursday,National Holiday,paraguay
07-Apr-23,Friday,Good Friday,National Holiday,paraguay
01-May-23,Monday,Labor Day,National Holiday,paraguay
14-May-23,Sunday,National Holiday,National Holiday,paraguay
15-May-23,Monday,Independence Day,National Holiday,paraguay
12-Jun-23,Monday,Chaco Armistice,National Holiday,paraguay
15-Aug-23,Tuesday,Founding of Asuncion,National Holiday,paraguay
29-Sep-23,Friday,Boqueron Battle Victory Day,National Holiday,paraguay
08-Dec-23,Friday,Virgin of Caacupé Day,National Holiday,paraguay
25-Dec-23,Monday,Christmas Day,National Holiday,paraguay
01-Jan-23,Sunday,Republic Day,National Holiday,slovakia
06-Jan-23,Friday,Epiphany,National Holiday,slovakia
07-Apr-23,Friday,Good Friday,National Holiday,slovakia
10-Apr-23,Monday,Easter Monday,National Holiday,slovakia
01-May-23,Monday,Labor Day,National Holiday,slovakia
08-May-23,Monday,Day of Victory Over Fascism,National Holiday,slovakia
05-Jul-23,Wednesday,St. Cyril & St. Methodius Day,National Holiday,slovakia
29-Aug-23,Tuesday,National Uprising Day,National Holiday,slovakia
01-Sep-23,Friday,Constitution Day,National Holiday,slovakia
15-Sep-23,Friday,Day of Our Lady of Sorrows,National Holiday,slovakia
01-Nov-23,Wednesday,All Saints' Day,National Holiday,slovakia
17-Nov-23,Friday,Fight for Freedom and Democracy Day,National Holiday,slovakia
24-Dec-23,Sunday,Christmas Eve,National Holiday,slovakia
25-Dec-23,Monday,Christmas Day,National Holiday,slovakia
26-Dec-23,Tuesday,St. Stephen's Day,National Holiday,slovakia
