Date,Day,Name,Type,Country
01-Jan-23,Sunday,New Year's Day,National Holiday,turkey
21-Apr-23,Friday,Ramadan Feast,National Holiday,turkey
22-Apr-23,Saturday,Ramadan Feast Holiday,National Holiday,turkey
23-Apr-23,Sunday,National Sovereignty and Children's Day,National Holiday,turkey
23-Apr-23,Sunday,Ramadan Feast Holiday,National Holiday,turkey
01-May-23,Monday,Labor and Solidarity Day,National Holiday,turkey
19-May-23,Friday,"Commemoration of Atatürk, Youth and Sports Day",National Holiday,turkey
26-Jun-23,Monday,Sacrifice Feast Holiday,National Holiday,turkey
28-Jun-23,Wednesday,Sacrifice Feast,National Holiday,turkey
29-Jun-23,Thursday,Sacrifice Feast Holiday,National Holiday,turkey
30-Jun-23,Friday,Sacrifice Feast Holiday,National Holiday,turkey
01-Jul-23,Saturday,Sacrifice Feast Holiday,National Holiday,turkey
15-Jul-23,Saturday,Democracy and National Unity Day,National Holiday,turkey
30-Aug-23,Wednesday,Victory Day,National Holiday,turkey
29-Oct-23,Sunday,Republic Day,National Holiday,turkey
01-Jan-23,Sunday,International New Year's Day,National Holiday,vietnam
02-Jan-23,Monday,Day off for International New Year's Day,National Holiday,vietnam
20-Jan-23,Friday,Tet Holiday,Public Sector Holiday,vietnam
21-Jan-23,Saturday,Vietnamese New Year's Eve,National Holiday,vietnam
22-Jan-23,Sunday,Vietnamese New Year,National Holiday,vietnam
23-Jan-23,Monday,Tet Holiday,National Holiday,vietnam
24-Jan-23,Tuesday,Tet Holiday,National Holiday,vietnam
25-Jan-23,Wednesday,Tet Holiday,National Holiday,vietnam
26-Jan-23,Thursday,Tet Holiday,National Holiday,vietnam
29-Apr-23,Saturday,Hung Kings Festival,National Holiday,vietnam
30-Apr-23,Sunday,Liberation Day/Reunification Day,National Holiday,vietnam
01-May-23,Monday,International Labor Day,National Holiday,vietnam
02-May-23,Tuesday,Day off for Hung Kings Festival,National Holiday,vietnam
03-May-23,Wednesday,Day off for Liberation Day/Reunification Day,National Holiday,vietnam
01-Sep-23,Friday,Independence Day Holiday,Public Sector Holiday,vietnam
02-Sep-23,Saturday,Independence Day,National Holiday,vietnam
03-Sep-23,Sunday,Independence Day Holiday,Public Sector Holiday,vietnam
04-Sep-23,Monday,Independence Day observed,National Holiday,vietnam
01-Jan-23,Sunday,New Year's Day,National Holiday,new-zealand
02-Jan-23,Monday,Day after New Year's Day,National Holiday,new-zealand
03-Jan-23,Tuesday,Day off for New Year's Day,National Holiday,new-zealand
06-Feb-23,Monday,Waitangi Day,National Holiday,new-zealand
07-Apr-23,Friday,Good Friday,National Holiday,new-zealand
10-Apr-23,Monday,Easter Monday,National Holiday,new-zealand
25-Apr-23,Tuesday,ANZAC Day,National Holiday,new-zealand
05-Jun-23,Monday,King's Birthday,National Holiday,new-zealand
14-Jul-23,Friday,Matariki,National Holiday,new-zealand
23-Oct-23,Monday,Labour Day,National Holiday,new-zealand
25-Dec-23,Monday,Christmas Day,National Holiday,new-zealand
26-Dec-23,Tuesday,Boxing Day,National Holiday,new-zealand
01-Jan-23,Sunday,New Year's Day,Bank Holiday,uk
02-Jan-23,Monday,New Year's Day observed,Bank Holiday,uk
07-Apr-23,Friday,Good Friday,Bank Holiday,uk
01-May-23,Monday,Early May Bank Holiday,Bank Holiday,uk
08-May-23,Monday,Bank Holiday for the Coronation of King Charles III,Bank Holiday,uk
29-May-23,Monday,Spring Bank Holiday,Bank Holiday,uk
25-Dec-23,Monday,Christmas Day,Bank Holiday,uk
26-Dec-23,Tuesday,Boxing Day,Bank Holiday,uk
