Date,Day,Name,Type,Country
01-Jan-22,Saturday,New Year's Day,National Holiday,turkey
23-Apr-22,Saturday,National Sovereignty and Children's Day,National Holiday,turkey
01-May-22,Sunday,Labor and Solidarity Day,National Holiday,turkey
02-May-22,Monday,Ramadan Feast,National Holiday,turkey
03-May-22,Tuesday,Ramadan Feast Holiday,National Holiday,turkey
04-May-22,Wednesday,Ramadan Feast Holiday,National Holiday,turkey
19-May-22,Thursday,"Commemoration of Atatürk, Youth and Sports Day",National Holiday,turkey
09-Jul-22,Saturday,Sacrifice Feast,National Holiday,turkey
10-Jul-22,Sunday,Sacrifice Feast Holiday,National Holiday,turkey
11-Jul-22,Monday,Sacrifice Feast Holiday,National Holiday,turkey
12-Jul-22,Tuesday,Sacrifice Feast Holiday,National Holiday,turkey
13-Jul-22,Wednesday,Eid al Adha Public Sector Holiday,Holiday for Public Servants,turkey
14-Jul-22,Thursday,Eid al Adha Public Sector Holiday,Holiday for Public Servants,turkey
15-Jul-22,Friday,Democracy and National Unity Day,National Holiday,turkey
30-Aug-22,Tuesday,Victory Day,National Holiday,turkey
29-Oct-22,Saturday,Republic Day,National Holiday,turkey
01-Jan-22,Saturday,International New Year's Day,National Holiday,vietnam
02-Jan-22,Sunday,New Year's Day Holiday,National Holiday,vietnam
03-Jan-22,Monday,Day off for International New Year's Day,National Holiday,vietnam
31-Jan-22,Monday,Vietnamese New Year's Eve,National Holiday,vietnam
01-Feb-22,Tuesday,Vietnamese New Year,National Holiday,vietnam
02-Feb-22,Wednesday,Tet Holiday,National Holiday,vietnam
03-Feb-22,Thursday,Tet Holiday,National Holiday,vietnam
04-Feb-22,Friday,Tet Holiday,National Holiday,vietnam
05-Feb-22,Saturday,Tet Holiday,National Holiday,vietnam
10-Apr-22,Sunday,Hung Kings Festival,National Holiday,vietnam
11-Apr-22,Monday,Day off for Hung Kings Festival,National Holiday,vietnam
30-Apr-22,Saturday,Liberation Day/Reunification Day,National Holiday,vietnam
01-May-22,Sunday,International Labor Day,National Holiday,vietnam
02-May-22,Monday,Day off for Liberation Day/Reunification Day,National Holiday,vietnam
03-May-22,Tuesday,Day off for International Labor Day,National Holiday,vietnam
01-Sep-22,Thursday,Independence Day Holiday,Public Sector Holiday,vietnam
02-Sep-22,Friday,Independence Day,National Holiday,vietnam
01-Jan-22,Saturday,New Year's Day,National Holiday,ukraine
03-Jan-22,Monday,Day off for New Year's Day,National Holiday,ukraine
07-Jan-22,Friday,Orthodox Christmas Day,"National Holiday, Orthodox",ukraine
08-Mar-22,Tuesday,International Women's Day,National Holiday,ukraine
01-Jan-22,Saturday,New Year's Day,Bank Holiday,uk
03-Jan-22,Monday,New Year's Day observed,Bank Holiday,uk
15-Apr-22,Friday,Good Friday,Bank Holiday,uk
02-May-22,Monday,Early May Bank Holiday,Bank Holiday,uk
02-Jun-22,Thursday,Spring Bank Holiday,Bank Holiday,uk
03-Jun-22,Friday,Queen Elizabeth II's Platinum Jubilee,Bank Holiday,uk
19-Sep-22,Monday,State Funeral of Queen Elizabeth II,Bank Holiday,uk
25-Dec-22,Sunday,Christmas Day,Bank Holiday,uk
26-Dec-22,Monday,Boxing Day,Bank Holiday,uk
27-Dec-22,Tuesday,Substitute Bank Holiday for Christmas Day,Bank Holiday,uk
01-Jan-22,Saturday,New Year's Day,National Holiday,new-zealand
02-Jan-22,Sunday,Day after New Year's Day,National Holiday,new-zealand
03-Jan-22,Monday,Day off for New Year's Day,National Holiday,new-zealand
04-Jan-22,Tuesday,Day off for Day after New Year's Day,National Holiday,new-zealand
06-Feb-22,Sunday,Waitangi Day,National Holiday,new-zealand
07-Feb-22,Monday,Day off for Waitangi Day,National Holiday,new-zealand
15-Apr-22,Friday,Good Friday,National Holiday,new-zealand
18-Apr-22,Monday,Easter Monday,National Holiday,new-zealand
25-Apr-22,Monday,ANZAC Day,National Holiday,new-zealand
06-Jun-22,Monday,Queen Elizabeth II's Birthday,National Holiday,new-zealand
24-Jun-22,Friday,Matariki,National Holiday,new-zealand
26-Sep-22,Monday,Queen Elizabeth II Memorial Day,National Holiday,new-zealand
24-Oct-22,Monday,Labour Day,National Holiday,new-zealand
25-Dec-22,Sunday,Christmas Day,National Holiday,new-zealand
26-Dec-22,Monday,Boxing Day,National Holiday,new-zealand
27-Dec-22,Tuesday,Day off for Christmas Day,National Holiday,new-zealand
