Date,Day,Name,Type,Country
01-Jan-22,Saturday,New Year's Day,National Holiday,portugal
15-Apr-22,Friday,Good Friday,"National Holiday, Christian",portugal
17-Apr-22,Sunday,Easter Sunday,"National Holiday, Christian",portugal
25-Apr-22,Monday,Liberty Day,National Holiday,portugal
01-May-22,Sunday,Labor Day,National Holiday,portugal
10-Jun-22,Friday,Portugal Day,National Holiday,portugal
16-Jun-22,Thursday,Corpus Christi,"National Holiday, Christian",portugal
15-Aug-22,Monday,Assumption of Mary,"National Holiday, Christian",portugal
05-Oct-22,Wednesday,Republic Day,National Holiday,portugal
01-Nov-22,Tuesday,All Saints' Day,"National Holiday, Christian",portugal
01-Dec-22,Thursday,Restoration of Independence,National Holiday,portugal
08-Dec-22,Thursday,Feast of the Immaculate Conception,"National Holiday, Christian",portugal
25-Dec-22,Sunday,Christmas Day,"National Holiday, Christian",portugal
01-Jan-22,Saturday,New Year's Day,National Holiday,romania
02-Jan-22,Sunday,Day after New Year's Day,National Holiday,romania
24-Jan-22,Monday,Unification Day,National Holiday,romania
22-Apr-22,Friday,Orthodox Good Friday,"National Holiday, Orthodox",romania
24-Apr-22,Sunday,Orthodox Easter,"National Holiday, Orthodox",romania
25-Apr-22,Monday,Orthodox Easter Monday,"National Holiday, Orthodox",romania
01-May-22,Sunday,Labor Day,National Holiday,romania
01-Jun-22,Wednesday,Children's Day,National Holiday,romania
12-Jun-22,Sunday,Orthodox Pentecost,"National Holiday, Orthodox",romania
13-Jun-22,Monday,Orthodox Pentecost Monday,"National Holiday, Orthodox",romania
15-Aug-22,Monday,St Mary's Day,National Holiday,romania
30-Nov-22,Wednesday,St Andrew's Day,National Holiday,romania
01-Dec-22,Thursday,National Day,National Holiday,romania
02-Dec-22,Friday,Public Sector Holiday,Public Holiday,romania
25-Dec-22,Sunday,Christmas Day,National Holiday,romania
26-Dec-22,Monday,Second day of Christmas,National Holiday,romania
01-Jan-22,Saturday,New Year's Day,National Holiday,russia
02-Jan-22,Sunday,New Year Holiday,National Holiday,russia
03-Jan-22,Monday,New Year Holiday,National Holiday,russia
04-Jan-22,Tuesday,New Year Holiday,National Holiday,russia
05-Jan-22,Wednesday,New Year Holiday,National Holiday,russia
06-Jan-22,Thursday,New Year Holiday,National Holiday,russia
07-Jan-22,Friday,Orthodox Christmas Day,"National Holiday, Orthodox",russia
08-Jan-22,Saturday,New Year Holiday,National Holiday,russia
09-Jan-22,Sunday,New Year Holiday,National Holiday,russia
23-Feb-22,Wednesday,Defender of the Fatherland Day,National Holiday,russia
07-Mar-22,Monday,Public Holiday,National Holiday,russia
08-Mar-22,Tuesday,International Women's Day,National Holiday,russia
01-May-22,Sunday,Spring and Labor Day,National Holiday,russia
02-May-22,Monday,Day off for Spring and Labor Day,National Holiday,russia
03-May-22,Tuesday,Spring and Labor Day Holiday,National Holiday,russia
09-May-22,Monday,Victory Day,National Holiday,russia
10-May-22,Tuesday,Victory Day Holiday,National Holiday,russia
12-Jun-22,Sunday,Russia Day,National Holiday,russia
13-Jun-22,Monday,Day off for Russia Day,National Holiday,russia
04-Nov-22,Friday,Unity Day,National Holiday,russia
01-Jan-22,Saturday,New Year's Day,National Holiday,slovenia
02-Jan-22,Sunday,New Year holiday,National Holiday,slovenia
08-Feb-22,Tuesday,Prešeren Day,National Holiday,slovenia
17-Apr-22,Sunday,Easter Sunday,National Holiday,slovenia
18-Apr-22,Monday,Easter Monday,National Holiday,slovenia
27-Apr-22,Wednesday,Day of Uprising Against Occupation,National Holiday,slovenia
01-May-22,Sunday,Labor Day,National Holiday,slovenia
02-May-22,Monday,Labour Day holiday,National Holiday,slovenia
05-Jun-22,Sunday,Whit Sunday,National Holiday,slovenia
25-Jun-22,Saturday,Statehood Day,National Holiday,slovenia
15-Aug-22,Monday,Assumption of Mary,National Holiday,slovenia
31-Oct-22,Monday,Reformation Day,National Holiday,slovenia
01-Nov-22,Tuesday,Remembrance Day,National Holiday,slovenia
25-Dec-22,Sunday,Christmas Day,National Holiday,slovenia
26-Dec-22,Monday,Independence and Unity Day,National Holiday,slovenia
01-Jan-22,Saturday,New Year's Day,Public Holiday,south-africa
21-Mar-22,Monday,Human Rights Day,Public Holiday,south-africa
15-Apr-22,Friday,Good Friday,Public Holiday,south-africa
18-Apr-22,Monday,Family Day,Public Holiday,south-africa
27-Apr-22,Wednesday,Freedom Day,Public Holiday,south-africa
01-May-22,Sunday,Workers' Day,Public Holiday,south-africa
02-May-22,Monday,Day off for Workers' Day,Public Holiday,south-africa
16-Jun-22,Thursday,Youth Day,Public Holiday,south-africa
09-Aug-22,Tuesday,National Women's Day,Public Holiday,south-africa
24-Sep-22,Saturday,Heritage Day,Public Holiday,south-africa
16-Dec-22,Friday,Day of Reconciliation,Public Holiday,south-africa
25-Dec-22,Sunday,Christmas Day,Public Holiday,south-africa
26-Dec-22,Monday,Day of Goodwill,Public Holiday,south-africa
27-Dec-22,Tuesday,Public Holiday,Public Holiday,south-africa
