Date,Day,Name,Type,Country
01-Jan-21,Friday,New Year's Day,National Holiday,belgium
05-Apr-21,Monday,Easter Monday,National Holiday,belgium
01-May-21,Saturday,Labor Day,National Holiday,belgium
13-May-21,Thursday,Ascension Day,National Holiday,belgium
24-May-21,Monday,Whit Monday,National Holiday,belgium
21-Jul-21,Wednesday,Belgian National Day,National Holiday,belgium
15-Aug-21,Sunday,Assumption of Mary,National Holiday,belgium
01-Nov-21,Monday,All Saints' Day,National Holiday,belgium
11-Nov-21,Thursday,Armistice Day,National Holiday,belgium
25-Dec-21,Saturday,Christmas Day,National Holiday,belgium
01-Jan-21,Friday,New Year's Day,National Holiday,luxembourg
05-Apr-21,Monday,Easter Monday,National Holiday,luxembourg
01-May-21,Saturday,Labor Day,National Holiday,luxembourg
09-May-21,Sunday,Europe Day,National Holiday,luxembourg
13-May-21,Thursday,Ascension Day,National Holiday,luxembourg
24-May-21,Monday,Whit Monday,National Holiday,luxembourg
23-Jun-21,Wednesday,National Day,National Holiday,luxembourg
15-Aug-21,Sunday,Assumption of Mary,National Holiday,luxembourg
01-Nov-21,Monday,All Saints' Day,National Holiday,luxembourg
25-Dec-21,Saturday,Christmas Day,National Holiday,luxembourg
26-Dec-21,Sunday,St Stephen's Day,National Holiday,luxembourg
01-Jan-21,Friday,New Year's Day,National Holiday,chile
02-Apr-21,Friday,Good Friday,"National Holiday, Christian",chile
03-Apr-21,Saturday,Holy Saturday,"National Holiday, Christian",chile
11-Apr-21,Sunday,Local elections,National Holiday,chile
01-May-21,Saturday,Labor Day,National Holiday,chile
21-May-21,Friday,Navy Day,National Holiday,chile
21-Jun-21,Monday,National Day of Indigenous Peoples,National Holiday,chile
28-Jun-21,Monday,Saint Peter and Saint Paul,National Holiday,chile
16-Jul-21,Friday,Our Lady of Mount Carmel,National Holiday,chile
18-Jul-21,Sunday,Presidential Primary Elections,National Holiday,chile
15-Aug-21,Sunday,Assumption of Mary,National Holiday,chile
17-Sep-21,Friday,Day off for National Day,National Holiday,chile
18-Sep-21,Saturday,National Day,National Holiday,chile
19-Sep-21,Sunday,Army Day,National Holiday,chile
11-Oct-21,Monday,Day of the Discovery of Two Worlds,National Holiday,chile
31-Oct-21,Sunday,Reformation Day,National Holiday,chile
01-Nov-21,Monday,All Saints' Day,National Holiday,chile
21-Nov-21,Sunday,Presidential and Parliamentary Elections,National Holiday,chile
08-Dec-21,Wednesday,Inmaculate Conception Day,National Holiday,chile
19-Dec-21,Sunday,Second Round Presidential Elections,National Holiday,chile
25-Dec-21,Saturday,Christmas Day,"National Holiday, Christian",chile
01-Jan-21,Friday,New Year's Day,National Holiday,paraguay
01-Mar-21,Monday,Heroes' Day,National Holiday,paraguay
01-Apr-21,Thursday,Maundy Thursday,National Holiday,paraguay
02-Apr-21,Friday,Good Friday,National Holiday,paraguay
01-May-21,Saturday,Labor Day,National Holiday,paraguay
14-May-21,Friday,National Holiday,National Holiday,paraguay
15-May-21,Saturday,Independence Day,National Holiday,paraguay
12-Jun-21,Saturday,Chaco Armistice,National Holiday,paraguay
19-Jul-21,Monday,National Holiday,National Holiday,paraguay
15-Aug-21,Sunday,Founding of Asuncion,National Holiday,paraguay
29-Sep-21,Wednesday,Boqueron Battle Victory Day,National Holiday,paraguay
08-Dec-21,Wednesday,Virgin of Caacupé Day,National Holiday,paraguay
24-Dec-21,Friday,Public Sector Holiday,Public Sector Holiday,paraguay
25-Dec-21,Saturday,Christmas Day,National Holiday,paraguay
31-Dec-21,Friday,Public Sector Holiday,Public Sector Holiday,paraguay
01-Jan-21,Friday,Republic Day,National Holiday,slovakia
06-Jan-21,Wednesday,Epiphany,National Holiday,slovakia
02-Apr-21,Friday,Good Friday,National Holiday,slovakia
05-Apr-21,Monday,Easter Monday,National Holiday,slovakia
01-May-21,Saturday,Labor Day,National Holiday,slovakia
08-May-21,Saturday,Day of Victory Over Fascism,National Holiday,slovakia
05-Jul-21,Monday,St. Cyril & St. Methodius Day,National Holiday,slovakia
29-Aug-21,Sunday,National Uprising Day,National Holiday,slovakia
01-Sep-21,Wednesday,Constitution Day,National Holiday,slovakia
15-Sep-21,Wednesday,Day of Our Lady of Sorrows,National Holiday,slovakia
01-Nov-21,Monday,All Saints' Day,National Holiday,slovakia
17-Nov-21,Wednesday,Fight for Freedom and Democracy Day,National Holiday,slovakia
24-Dec-21,Friday,Christmas Eve,National Holiday,slovakia
25-Dec-21,Saturday,Christmas Day,National Holiday,slovakia
26-Dec-21,Sunday,St. Stephen's Day,National Holiday,slovakia
